CITATION,EPSILON_HF,EPSILON_ND,HF176_HF177,LAND/SEA (SAMPLING),LATITUDE (MAX.),LATITUDE (MIN.),LOCATION,LOCATION COMMENT,LONGITUDE (MAX.),LONGITUDE (MIN.),ND143_ND144,PB206_PB204,PB207_PB204,PB208_PB204,ROCK NAME,ROCK TYPE,SAMPLE NAME,SAMPLING TECHNIQUE,SR87_SR86,TECTONIC SETTING,TYPE OF MATERIAL,UNIQUE_ID,Year
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.583252294144517,6.242221606669558,0.283056,SUBAERIAL,-0.3945,-0.3945,GALAPAGOS ISLANDS ,,-91.5512,-91.5512,0.512958,19.065,15.548,38.688,BASALT,VOLCANIC ROCK,samp. NSK97-216,OUTCROP,0.7032510000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.760065067100392,5.891096641292949,0.283061,SUBAERIAL,-0.4562,-0.4562,GALAPAGOS ISLANDS ,,-91.6108,-91.6108,0.51294,19.068,15.541,38.672,BASALT,VOLCANIC ROCK,samp. NSK97-224,OUTCROP,0.7032,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.300351857418647,6.027645238940611,0.283048,SUBAERIAL,-0.3765,-0.3765,GALAPAGOS ISLANDS ,,-91.5655,-91.5655,0.512947,19.052,15.55,38.706,BASALT,VOLCANIC ROCK,samp. NSK97-228,OUTCROP,0.7032069999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.042965503828226,6.378770204315058,0.283069,SUBAERIAL,-0.4668,-0.4668,GALAPAGOS ISLANDS ,PUNTA MANGLE,-91.3973,-91.3973,0.512965,19.036,15.549,38.645,BASALT,VOLCANIC ROCK,samp. SG93-16,OUTCROP,0.703205,OCEAN ISLAND,WHOLE ROCK,51206-SG93-16,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],8.76991353855298,7.0224993075019,0.283033,SUBAERIAL,-0.2375,-0.2375,GALAPAGOS ISLANDS ,,-90.8505,-90.8505,0.512998,19.015,15.561,38.657,BASALT,VOLCANIC ROCK,samp. NSK97-238,OUTCROP,0.703036,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.113690613010183,7.412638157919153,0.283071,SUBAERIAL,-0.3658,-0.3658,GALAPAGOS ISLANDS ,,-90.5873,-90.5873,0.513018,19.016,15.587,38.701,BASALT,VOLCANIC ROCK,samp. NSK97-246,OUTCROP,0.7030890000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],12.129356224695005,7.607707583126698,0.28312800000000005,SUBAERIAL,-0.7909999999999999,-0.7909999999999999,GALAPAGOS ISLANDS ,,-89.4695,-89.4695,0.5130279999999999,18.797,15.558,38.459,BASALT,VOLCANIC ROCK,samp. NSK97-126,OUTCROP,0.702998,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],12.695157098148705,7.861297835898452,0.283144,SUBAERIAL,-0.7257,-0.7257,GALAPAGOS ISLANDS ,,-89.4105,-89.4105,0.513041,18.704,15.555,38.386,BASALT,VOLCANIC ROCK,samp. NSK97-252,OUTCROP,0.702991,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],12.51834432519283,7.880804778419858,0.283139,SUBAERIAL,-0.7637,-0.7637,GALAPAGOS ISLANDS ,,-89.4552,-89.4552,0.513042,18.783,15.546,38.416,BASALT,VOLCANIC ROCK,samp. NSK97-254,OUTCROP,0.703086,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],11.528192796647382,6.008138296419205,0.283111,SUBAERIAL,-1.2715,-1.2715,GALAPAGOS ISLANDS ,NORTH OF VILLAGE,-90.4881,-90.4881,0.512946,19.794,15.639,39.534,BASALT,VOLCANIC ROCK,samp. SG93-22,OUTCROP,0.703415,OCEAN ISLAND,WHOLE ROCK,51217-SG93-22,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.042965503828226,6.261728549190963,0.283069,SUBAERIAL,-0.8682,-0.8682,GALAPAGOS ISLANDS ,,-91.498,-91.498,0.512959,19.358,15.585,39.002,BASALT,VOLCANIC ROCK,samp. SG93-5,OUTCROP,0.7033229999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.644128931873887,6.242221606669558,0.283086,SUBAERIAL,-0.8416,-0.8416,GALAPAGOS ISLANDS ,,-91.4783,-91.4783,0.512958,19.308,15.605,39.059,BASALT,VOLCANIC ROCK,samp. SG93-7,OUTCROP,0.7033659999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.618614848736478,5.676520273564,0.283057,SUBAERIAL,-0.8144,-0.8144,GALAPAGOS ISLANDS ,,-91.4473,-91.4473,0.512929,19.314,15.611,38.932,BASALT,VOLCANIC ROCK,samp. SG93-8,OUTCROP,0.703288,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.512527184962556,5.4424369633136465,0.283054,SUBAERIAL,-0.7883,-0.7883,GALAPAGOS ISLANDS ,,-91.4277,-91.4277,0.512917,19.37,15.594,39.045,BASALT,VOLCANIC ROCK,samp. SG93-12,OUTCROP,0.703344,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.088176529872774,5.188846710544059,0.283042,SUBAERIAL,-0.6352,-0.6352,GALAPAGOS ISLANDS ,CABO BARRINGTON,-90.9212,-90.9212,0.512904,19.35,15.579,39.103,BASALT,VOLCANIC ROCK,samp. G192-5,OUTCROP,0.703365,OCEAN ISLAND,WHOLE ROCK,51229-GI92-5,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],8.734550983962983,5.9106035838143525,0.283032,SUBAERIAL,-0.918,-0.918,GALAPAGOS ISLANDS ,LOS LOBORIA COVE,-90.8903,-90.8903,0.512941,19.353,15.585,39.015,BASALT,VOLCANIC ROCK,samp. G192-8,OUTCROP,0.703504,OCEAN ISLAND,WHOLE ROCK,51230-GI92-8,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],8.805276093144943,5.59849250348055,0.283034,SUBAERIAL,-0.9383,-0.9383,GALAPAGOS ISLANDS ,,-90.9383,-90.9383,0.512925,19.357,15.591,39.022,BASALT,VOLCANIC ROCK,samp. SN91-60,OUTCROP,0.703397,OCEAN ISLAND,WHOLE ROCK,51234-SN91-60,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.2551408313741,7.276089560273657,0.283075,SUBAERIAL,-0.2945,-0.2945,GALAPAGOS ISLANDS ,CALETA TAGUS,-91.3487,-91.3487,0.513011,18.797,15.518,38.296,BASALT,VOLCANIC ROCK,samp. G192-17,OUTCROP,0.7028979999999999,OCEAN ISLAND,WHOLE ROCK,51236-GI92-17,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.007602949236265,7.451652042961961,0.283068,SUBAERIAL,-0.2117,-0.2117,GALAPAGOS ISLANDS ,CALETA NEGRA,-91.385,-91.385,0.51302,18.81,15.536,38.268,THOLEIITE,VOLCANIC ROCK,samp. G192-18,OUTCROP,0.702856,OCEAN ISLAND,WHOLE ROCK,51237-GI92-18,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],9.406439521190602,6.105673009024062,0.283051,SUBAERIAL,-0.262,-0.262,GALAPAGOS ISLANDS ,ECUADOR RIFT,-91.519,-91.519,0.512951,19.304,15.6,39.059,THOLEIITE,VOLCANIC ROCK,samp. G192-19,OUTCROP,0.7032,OCEAN ISLAND,WHOLE ROCK,51238-GI92-19,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.997754477783674,7.822283950857811,0.283096,SUBAERIAL,-0.0017,-0.0017,GALAPAGOS ISLANDS ,,-91.006,-91.006,0.513039,18.868,15.557,38.423,BASALT,VOLCANIC ROCK,samp. W95-25,OUTCROP,0.702773,OCEAN ISLAND,WHOLE ROCK,51239-W95-25,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],11.033117032373674,7.646721468169505,0.283097,SUBAERIAL,-0.0083,-0.0083,GALAPAGOS ISLANDS ,,-91.0068,-91.0068,0.51303,18.889,15.541,38.37300000000001,BASALT,VOLCANIC ROCK,samp. W95-54,OUTCROP,0.7027439999999999,OCEAN ISLAND,WHOLE ROCK,51240-W95-54,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],10.997754477783674,7.646721468169505,0.283096,SUBAERIAL,-0.001,-0.001,GALAPAGOS ISLANDS ,,-91.0068,-91.0068,0.51303,18.74,15.552,38.606,BASALT,VOLCANIC ROCK,samp. W95-59,OUTCROP,0.702828,OCEAN ISLAND,WHOLE ROCK,51241-W95-59,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],11.316017469101508,7.880804778419858,0.283105,SUBAERIAL,-0.0012,-0.0012,GALAPAGOS ISLANDS ,,-91.0048,-91.0048,0.513042,18.895,15.558,38.452,BASALT,VOLCANIC ROCK,samp. W95-74,OUTCROP,0.702766,OCEAN ISLAND,WHOLE ROCK,51242-W95-74,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],11.280654914511508,7.861297835898452,0.283104,SUBAERIAL,-0.0013,-0.0013,GALAPAGOS ISLANDS ,,-91.005,-91.005,0.513041,18.897,15.542,38.377,BASALT,VOLCANIC ROCK,samp. W95-84,OUTCROP,0.702747,OCEAN ISLAND,WHOLE ROCK,51243-W9584,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],8.027299892143402,5.286381423148912,0.283012,SUBAERIAL,-0.6087,-0.6087,GALAPAGOS ISLANDS ,,-90.7402,-90.7402,0.5129090000000001,19.156,15.594,39.003,BASALT,VOLCANIC ROCK,samp. SKV98-108,OUTCROP,0.703288,OCEAN ISLAND,WHOLE ROCK,,2007
 [10282] SAAL A. E.(2007)  [GeoReM [3549] ],11.457467687465426,7.607707583126698,0.283109,SUBAERIAL,-0.3572,-0.3572,GALAPAGOS ISLANDS ,,-90.5363,-90.5363,0.5130279999999999,18.893,15.563,38.5,BASALT,VOLCANIC ROCK,samp. SKV98-101,OUTCROP,0.702843,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],2.7582792580944,0.9168262984800044,0.28286300000000003,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.5126850000000001,18.4418,15.5512,38.9699,BASALT,VOLCANIC ROCK,samp. 93-459,OUTCROP,0.704835,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.2179924677761456,6.4177840893578635,0.282876,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.5129670000000001,18.3973,15.5398,38.8821,BASALT,VOLCANIC ROCK,samp. 93-463,OUTCROP,0.704832,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.5716180136859363,1.0728818386469057,0.282886,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.5126930000000001,18.4193,15.5426,38.8937,BASALT,VOLCANIC ROCK,samp. 93-465,OUTCROP,0.704828,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.500892904503978,1.306965148895092,0.282884,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512705,18.4037,15.5421,38.8658,BASALT,VOLCANIC ROCK,samp. 93-471,OUTCROP,0.704802,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.5362554590939754,1.2874582063758535,0.282885,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512704,18.4718,15.5536,38.9414,BASALT,VOLCANIC ROCK,samp. 93-472,OUTCROP,0.7047720000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.500892904503978,0.9363332409992426,0.282884,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512686,18.3954,15.5449,38.8748,BASALT,VOLCANIC ROCK,samp. 93-476,OUTCROP,0.704913,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],4.2435065509135566,1.5410484591454443,0.282905,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512717,18.4721,15.5505,38.9155,BASALT,VOLCANIC ROCK,samp. 93-479,OUTCROP,0.7047829999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.960606114183761,1.755624826874392,0.28289699999999995,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512728,18.4562,15.5488,38.8762,BASALT,VOLCANIC ROCK,samp. 93-482,OUTCROP,0.704716,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.041179694820269,1.092388781166144,0.282871,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512694,18.3769,15.5514,38.8102,BASALT,VOLCANIC ROCK,samp. 93-490,OUTCROP,0.705046,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.960606114183761,1.638583171750299,0.28289699999999995,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512722,18.4618,15.5553,38.8682,BASALT,VOLCANIC ROCK,samp. 93-495,OUTCROP,0.70477,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],2.9704545856383118,0.9948540685634549,0.282869,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.5126890000000001,18.3938,15.5494,38.8425,BASALT,VOLCANIC ROCK,samp. 93-505,OUTCROP,0.70506,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.7484307866398496,1.3264720914164962,0.282891,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512706,18.42,15.5407,38.8488,BASALT,VOLCANIC ROCK,samp. 93-507,OUTCROP,0.7048409999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.854518450411805,1.2874582063758535,0.282894,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512704,18.4243,15.5405,38.8534,BASALT,VOLCANIC ROCK,samp. 93-510,OUTCROP,0.7049350000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.6069805682759335,1.5410484591454443,0.282887,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512717,18.4382,15.5421,38.88,BASALT,VOLCANIC ROCK,samp. 93-512,OUTCROP,0.7047899999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.43016779532202,1.1509096087303563,0.282882,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.5126970000000001,18.4191,15.5424,38.8915,BASALT,VOLCANIC ROCK,samp. 93-465,OUTCROP,0.704808,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],2.9704545856383118,1.0143610110826933,0.282869,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.51269,18.3906,15.552,38.8299,BASALT,VOLCANIC ROCK,samp. 93-490,OUTCROP,0.7050390000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10516] XU GUANGPING(2007)  [GeoReM [3012] ],3.3948052407300597,1.3264720914164962,0.282881,SUBAERIAL,-49.75,-48.55,KERGUELEN ,PLATEAU CENTRAL,70.58,68.5,0.512706,18.4451,15.5487,38.9004,BASALT,VOLCANIC ROCK,samp. 93-512,OUTCROP,0.704803,OCEAN ISLAND,WHOLE ROCK,,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],3.2179924677761456,3.0820969182930544,0.282876,SUBAERIAL,37.54,37.54,AZORES ,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",-25.492,-25.492,0.512796,19.6166008,15.64451367,39.61481924,BASALT,VOLCANIC ROCK,samp. SM0102,OUTCROP,0.7041430000000001,OCEAN ISLAND,WHOLE ROCK,44051-SM0102,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],6.7542479268701205,5.266874480627507,0.282976,SUBAERIAL,37.526,37.526,AZORES ,"N CALDERA WALL, LAGOA AZUL",-25.468000000000004,-25.468000000000004,0.512908,19.50738589,15.60339405,39.3507673,TRACHYTE,VOLCANIC ROCK,samp. SM0106,OUTCROP,0.7035939999999999,OCEAN ISLAND,WHOLE ROCK,44028-SM0106,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],7.885849673779487,5.481450848356457,0.283008,SUBAERIAL,37.516,37.516,AZORES ,PONTA DA FERRARIA,-25.516,-25.516,0.512919,19.448,15.582,39.236,BASALT,VOLCANIC ROCK,samp. SM0133,OUTCROP,0.703274,OCEAN ISLAND,WHOLE ROCK,44041-SM0133,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],6.542072599324246,4.876735630210255,0.28297,SUBAERIAL,37.758,37.758,AZORES ,WAIST ZONE,-25.70300000000001,-25.70300000000001,0.512888,19.534,15.607,39.347,BASALT,VOLCANIC ROCK,samp. SM0202,OUTCROP,0.7036399999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],3.960606114183761,3.3942079986246916,0.28289699999999995,SUBAERIAL,37.789,37.789,AZORES ,WAIST ZONE,-25.648000000000003,-25.648000000000003,0.5128119999999999,19.69,15.675,39.74800000000001,BASALT,VOLCANIC ROCK,samp. SM0204,OUTCROP,0.704264,OCEAN ISLAND,WHOLE ROCK,51688-SM0204,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],7.107873472779912,4.85722868768885,0.282986,SUBAERIAL,37.75,37.75,AZORES ,"RELVA, WAIST ZONE",-25.71,-25.71,0.512887,19.645,15.630999999999998,39.511,BASALT,VOLCANIC ROCK,samp. SM9704-A,OUTCROP,0.703743,OCEAN ISLAND,WHOLE ROCK,44046-SM9704-A,2007
 [10567] BEIER C.(2007)  [GeoReM [2836] ],2.829004367276358,2.9650552631667946,0.28286500000000003,SUBAERIAL,37.6,37.5,AZORES ,,-25.8,-25.4,0.51279,19.81198527,15.70167998,39.95115917,TRACHYBASALT,VOLCANIC ROCK,samp. SM0170,OUTCROP,0.704368,OCEAN ISLAND,WHOLE ROCK,48587-SM0170,2007
 [10608] PEARCE J. A.(2007)  [GeoReM [2940] ],7.6736743462336126,4.389062067188147,0.283002,SUBAERIAL,-14.5,-14.1,SAMOAN ISLANDS ,SHIELD,-169.5,-169.1,0.512863,18.774,15.57,38.727,BASALT,VOLCANIC ROCK,samp. 33920,OUTCROP,0.7052,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.280654914511508,6.768909054732309,0.283104,SUBAERIAL,21.1573,21.1573,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.2304,-157.2304,0.512985,18.419,15.489,37.985,HAWAIITE,VOLCANIC ROCK,samp. 71WMOL-4,OUTCROP,0.703662,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.598917905829339,7.0224993075019,0.283113,SUBAERIAL,21.0937,21.0937,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.2304,-157.2304,0.512998,18.402,15.503,37.986,HAWAIITE,VOLCANIC ROCK,samp. 74PH-2,OUTCROP,0.703635,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.705005569601296,6.905457652377808,0.283116,SUBAERIAL,21.1835,21.1835,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.2496,-157.2496,0.512992,18.378,15.474,37.897,HAWAIITE,VOLCANIC ROCK,samp. 84WMOL-3,OUTCROP,0.703638,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.422105132873465,7.081020135066113,0.283108,SUBAERIAL,21.1954,21.1954,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.2473,-157.2473,0.513001,18.409,15.51,38.012,HAWAIITE,VOLCANIC ROCK,samp. 84WMOL-4,OUTCROP,0.7036359999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.316017469101508,7.06151319254471,0.283105,SUBAERIAL,21.2102,21.2102,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.197,-157.197,0.513,18.423,15.492,37.983,HAWAIITE,VOLCANIC ROCK,samp. 86GEO-1,OUTCROP,0.703662,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.669643015011296,6.749402112210907,0.283115,SUBAERIAL,21.1767,21.1767,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.2285,-157.2285,0.512984,18.371,15.469,37.878,"BASALT, ALKALINE",VOLCANIC ROCK,samp. 84WMOL-5,OUTCROP,0.703631,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.598917905829339,7.159047905149563,0.283113,SUBAERIAL,21.1938,21.1938,HAWAIIAN ISLANDS ,NORTHWEST OF WEST MOLOKAI,-157.1776,-157.1776,0.513005,18.426,15.487,37.957,"BASALT, ALKALINE",VOLCANIC ROCK,samp. 29-GEO-2,OUTCROP,0.7036220000000001,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],10.50267871350997,5.735041101126048,0.283082,SUBAERIAL,21.1453,21.1453,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.1729,-157.1729,0.5129319999999999,18.092,15.447,37.777,THOLEIITE,VOLCANIC ROCK,samp. 74WMOL-5,OUTCROP,0.703762,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],10.14905316760018,5.754548043647452,0.283072,SUBAERIAL,21.148000000000003,21.148000000000003,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.1562,-157.1562,0.512933,18.08,15.469,37.849,THOLEIITE,VOLCANIC ROCK,samp. 74WMOL-13,OUTCROP,0.703815,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.49283024205542,6.983485422461258,0.28311,SUBAERIAL,21.2137,21.2137,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.2005,-157.2005,0.512996,18.234,15.485,37.874,THOLEIITE,VOLCANIC ROCK,samp. 89KAA-2,OUTCROP,0.703592,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],10.50267871350997,6.066659123981253,0.283082,SUBAERIAL,21.1389,21.1389,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.1514,-157.1514,0.512949,18.118,15.464,37.834,THOLEIITE,VOLCANIC ROCK,samp. 804-GEO-1,OUTCROP,0.703757,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],10.644128931873887,6.242221606669558,0.283086,SUBAERIAL,21.2187,21.2187,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.24,-157.24,0.512958,18.237,15.487,37.921,THOLEIITE,VOLCANIC ROCK,samp. 808-GEO-1,OUTCROP,0.70372,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],10.573403822691928,6.066659123981253,0.283084,SUBAERIAL,21.1077,21.1077,HAWAIIAN ISLANDS ,"HIGHWAY 460, NW OF PUU NANA",-157.2158,-157.2158,0.512949,18.123,15.465,37.816,THOLEIITE,VOLCANIC ROCK,samp. 815-GEO-1,OUTCROP,0.7037329999999999,OCEAN ISLAND,WHOLE ROCK,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],11.49283024205542,6.164193836586108,0.28311,SUBAERIAL,21.4309,21.4309,HAWAIIAN ISLANDS ,"SUBMARINE BRECCIA SLOPE, 10 KM FROM  SUBMARINE NORTH COAST  OF WEST MOLOKAI",-157.119,-157.119,0.512954,18.225,15.459,37.85,THOLEIITE,VOLCANIC ROCK,samp. T307-R1,SUBMERSIBLE,0.703697,OCEAN ISLAND,VOLCANIC GLASS,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],6.046996835050541,1.3264720914164962,0.282956,SUBAQUATIC,21.4313,21.4313,HAWAIIAN ISLANDS ,"SUBMARINE BRECCIA SLOPE, 10 KM FROM  SUBMARINE NORTH COAST  OF WEST MOLOKAI",-157.1193,-157.1193,0.512706,17.8427,15.4349,37.7415,THOLEIITE,VOLCANIC ROCK,samp. T307-R2,SUBMERSIBLE,0.704098,OCEAN ISLAND,VOLCANIC GLASS,,2007
 [10692] XU GUANGPING(2007)  [GeoReM [3460] ],12.589069434374787,7.120034020106754,0.283141,SUBAQUATIC,21.4296,21.4296,HAWAIIAN ISLANDS ,"SUBMARINE BRECCIA SLOPE, 10 KM FROM  SUBMARINE NORTH COAST  OF WEST MOLOKAI",-157.1197,-157.1197,0.513003,18.438,15.47,38.003,THOLEIITE,VOLCANIC ROCK,samp. T307-R4,SUBMERSIBLE,0.703666,OCEAN ISLAND,VOLCANIC GLASS,,2007
 [11073] SCOATES J. S.(2008)  [GeoReM [4060] ],-0.5304383188656667,-0.9363332410014084,0.28277,SUBAERIAL,-49.727636,-49.727636,KERGUELEN ,SE JEANNE D^ARC PENINSULA,70.072805,70.072805,0.51259,18.31,15.537,38.89,NOT GIVEN,VOLCANIC ROCK,samp. MPC99-47,OUTCROP,0.705576,OCEAN ISLAND,WHOLE ROCK,,2008
 [11073] SCOATES J. S.(2008)  [GeoReM [4060] ],1.8388528387289456,-0.3316180228552069,0.282837,SUBAERIAL,-49.719004,-49.719004,KERGUELEN ,SE JEANNE D^ARC PENINSULA,70.074775,70.074775,0.512621,18.446,15.556,39.07,NOT GIVEN,VOLCANIC ROCK,samp. MPC99-53A/A,OUTCROP,0.705491,OCEAN ISLAND,WHOLE ROCK,,2008
