Lat,Lon,Elevation (m),Temperature,Salinity,Dissolved Oxygen,Nitrate,Phosphate,Silicate
30.5,-120.5,-75,0.790635374,0.960568414,0.922222222,0.020135674,0.121065375,0.016803152
30.5,-119.5,-75,0.753479704,0.961606088,0.898711755,0.056853666,0.160344364,0.022801519
30.5,-118.5,-75,0.72977695,0.963710259,0.836231884,0.148573274,0.200968523,0.032381247
30.5,-117.5,-75,0.705899482,0.964315568,0.809017713,0.143770862,0.21818671,0.038534125
30.5,-116.5,-75,0.677887135,0.966506212,0.692753623,0.225239582,0.291364003,0.05971327
31.5,-124.5,-75,0.842874614,0.958723662,0.939774557,0.02086788,0.105192359,0.016240288
31.5,-123.5,-75,0.822549648,0.958925432,0.931400966,0.028642188,0.115415658,0.016880408
31.5,-122.5,-75,0.793954924,0.959156026,0.927536232,0.041778831,0.129674469,0.019749912
31.5,-121.5,-75,0.765301963,0.960049578,0.905958132,0.069624206,0.157384988,0.024903982
31.5,-120.5,-75,0.742006872,0.960885481,0.8784219,0.097921826,0.17756255,0.030367076
31.5,-119.5,-75,0.699668045,0.96324907,0.813204509,0.180510391,0.247511434,0.047528916
31.5,-118.5,-75,0.686506319,0.964286744,0.773268921,0.152449661,0.230293247,0.043986182
31.5,-117.5,-75,0.678178324,0.965670308,0.741545894,0.207494347,0.280871671,0.056970687
32.5,-124.5,-75,0.827033953,0.9572248,0.934943639,0.028405298,0.123217649,0.019209121
32.5,-123.5,-75,0.791508939,0.957282449,0.934460548,0.035296651,0.125100888,0.017912326
32.5,-122.5,-75,0.746432939,0.958550716,0.894847021,0.096263594,0.173258004,0.030433295
32.5,-121.5,-75,0.714868092,0.959501917,0.85958132,0.143232476,0.213075061,0.038925923
32.5,-120.5,-75,0.69390251,0.962528464,0.818518519,0.198987832,0.253430186,0.051502075
32.5,-119.5,-75,0.651971347,0.965756781,0.741062802,0.256745989,0.298627926,0.065535052
32.5,-118.5,-75,0.648768272,0.967688006,0.674235105,0.309120276,0.3440947,0.079573548
32.5,-117.5,-75,0.648710034,0.968696855,0.637520129,0.328351459,0.362658058,0.085919566
33.5,-124.5,-75,0.775493565,0.954774738,0.945249597,0.038526973,0.128329298,0.019258785
33.5,-123.5,-75,0.743870479,0.956446545,0.90531401,0.1003338,0.17944579,0.030918903
33.5,-122.5,-75,0.6946596,0.959156026,0.862640902,0.162205233,0.229217111,0.044438681
33.5,-121.5,-75,0.660532293,0.961807857,0.798550725,0.222999892,0.28275491,0.057859129
33.5,-120.5,-75,0.623318386,0.968408613,0.662479871,0.35464628,0.381490449,0.09314299
33.5,-119.5,-75,0.604099936,0.971291039,0.569404187,0.412727469,0.427764326,0.111894093
33.5,-118.5,-75,0.634907693,0.968696855,0.637037037,0.330806504,0.364541297,0.084782801
34.5,-124.5,-75,0.683303244,0.956792437,0.877777778,0.083902229,0.202851762,0.030345003
34.5,-123.5,-75,0.669442665,0.958896607,0.816908213,0.070722515,0.153349475,0.030113235
34.5,-122.5,-75,0.646904665,0.962124924,0.793719807,0.234004522,0.28598332,0.060678969
34.5,-121.5,-75,0.615572768,0.967745655,0.673429952,0.360116292,0.385525962,0.093645153
35.5,-124.5,-75,0.65214606,0.957772461,0.884380032,0.190352105,0.246435297,0.056595444
35.5,-123.5,-75,0.625589657,0.962067276,0.784380032,0.218412835,0.301856336,0.065617826
35.5,-122.5,-75,0.603168132,0.966102672,0.682286634,0.291030473,0.374764595,0.081460798
35.5,-121.5,-75,0.600198008,0.9679186,0.663929147,0.288489286,0.387678235,0.079452146
36.5,-124.5,-75,0.619824122,0.960049578,0.796779388,0.082631636,0.293516277,0.054095665
36.5,-123.5,-75,0.601886902,0.964344392,0.731723027,0.27203618,0.338175948,0.080605465
36.5,-122.5,-75,0.587735135,0.970253365,0.600483092,0.411629159,0.478880818,0.130120961
37.5,-124.5,-75,0.593267719,0.962787882,0.740096618,0.256853666,0.329566855,0.068299709
37.5,-123.5,-75,0.579057714,0.968264491,0.647665056,0.395886723,0.424535916,0.117495144
38.5,-124.5,-75,0.58657038,0.963335543,0.751207729,0.358350382,0.387947269,0.106568956
38.5,-123.5,-75,0.557917419,0.971579281,0.621256039,0.522127705,0.445789615,0.095262008
39.5,-124.5,-75,0.567293693,0.963594962,0.761191626,0.246128998,0.374764595,0.094969539
30.5,-124.5,-80,0.857201095,0.96324907,0.925442834,0.023301389,0.108151735,0.015887118
30.5,-123.5,-80,0.852949741,0.961231372,0.931723027,0.016711532,0.102502018,0.015594649
30.5,-122.5,-80,0.836293751,0.961865506,0.929146538,0.0190589,0.103847189,0.015870563
30.5,-121.5,-80,0.802166443,0.960164875,0.914170692,0.045181436,0.134517084,0.020798384
30.5,-120.5,-80,0.772406965,0.960770184,0.91352657,0.028986756,0.127791229,0.018028209
30.5,-119.5,-80,0.7330965,0.962009627,0.884057971,0.077355443,0.173258004,0.026211814
30.5,-118.5,-80,0.710907926,0.964027325,0.815297907,0.169656509,0.218724778,0.036293705
30.5,-117.5,-80,0.689534681,0.964920877,0.786795491,0.166060084,0.235673931,0.042606613
30.5,-116.5,-80,0.66420127,0.96716917,0.667310789,0.249510068,0.311272532,0.065557125
31.5,-124.5,-80,0.827150428,0.958867783,0.932850242,0.028599117,0.111918214,0.017664003
31.5,-123.5,-80,0.805253043,0.959098377,0.923027375,0.039086896,0.124562819,0.018872506
31.5,-122.5,-80,0.777473647,0.959444268,0.917552335,0.054937009,0.140166801,0.022078624
31.5,-121.5,-80,0.747655932,0.960424293,0.891465378,0.089479918,0.172181867,0.028540526
31.5,-120.5,-80,0.723778464,0.961289021,0.861030596,0.120167977,0.193973635,0.034881026
31.5,-119.5,-80,0.682429678,0.963825556,0.790338164,0.209583288,0.267688997,0.053852861
31.5,-118.5,-80,0.670898608,0.964949702,0.749275362,0.181780984,0.251008878,0.049890738
31.5,-117.5,-80,0.663618892,0.966477387,0.717391304,0.233573813,0.30212537,0.063642283
32.5,-124.5,-80,0.811892144,0.957570691,0.932206119,0.037450199,0.127791229,0.020632836
32.5,-123.5,-80,0.773804671,0.957599516,0.926086957,0.047334984,0.134517084,0.019865796
32.5,-122.5,-80,0.728262769,0.959069553,0.8784219,0.116377732,0.188054883,0.034649258
32.5,-121.5,-80,0.696639683,0.960280172,0.837359098,0.171120922,0.232983589,0.044350388
32.5,-120.5,-80,0.676722381,0.963133773,0.794363929,0.229137504,0.274683885,0.058317146
32.5,-119.5,-80,0.637586629,0.966477387,0.717069243,0.285215893,0.318805488,0.072421861
32.5,-118.5,-80,0.635781259,0.96852391,0.651529791,0.335393561,0.364003228,0.086465875
32.5,-117.5,-80,0.638518432,0.969446286,0.617230274,0.349671584,0.37960721,0.092155218
33.5,-124.5,-80,0.760526469,0.955235927,0.938003221,0.051211371,0.13882163,0.021493687
33.5,-123.5,-80,0.726340924,0.956994206,0.891143317,0.120857112,0.194511703,0.035190049
33.5,-122.5,-80,0.677887135,0.959847808,0.841384863,0.1856143,0.246435297,0.049763818
33.5,-121.5,-80,0.644225729,0.962759058,0.770853462,0.254441693,0.304815712,0.065562643
33.5,-120.5,-80,0.610680799,0.969186868,0.637198068,0.37865834,0.399246704,0.100283639
33.5,-119.5,-80,0.595306039,0.972098118,0.551046699,0.430666523,0.442292171,0.117754503
33.5,-118.5,-80,0.62448314,0.96947511,0.614975845,0.352062022,0.381221415,0.090891533
34.5,-124.5,-80,0.66880205,0.957513043,0.860064412,0.099989232,0.213075061,0.03429057
34.5,-123.5,-80,0.654126143,0.959991929,0.789533011,0.08842468,0.168684423,0.033860145
34.5,-122.5,-80,0.631005766,0.963076125,0.766666667,0.262883601,0.306967985,0.067758918
34.5,-121.5,-80,0.603634034,0.968668031,0.646376812,0.3849467,0.403820285,0.100929278
35.5,-124.5,-80,0.639275523,0.958867783,0.865056361,0.219037364,0.267150928,0.063537436
35.5,-123.5,-80,0.612311455,0.962989652,0.758615137,0.241671153,0.322571967,0.07268122
35.5,-122.5,-80,0.591870013,0.9669674,0.655716586,0.319134274,0.395480226,0.086841118
35.5,-121.5,-80,0.590879972,0.968610382,0.644444444,0.313448907,0.403551251,0.085174598
36.5,-124.5,-80,0.607303011,0.961317845,0.769565217,0.106514483,0.311003497,0.059172479
36.5,-123.5,-80,0.590588783,0.96520912,0.710950081,0.296328201,0.350820554,0.086791453
36.5,-122.5,-80,0.580863083,0.97082985,0.585024155,0.42200926,0.486951843,0.133558847
37.5,-124.5,-80,0.582610215,0.96385438,0.715780998,0.283536126,0.365617433,0.080097784
37.5,-123.5,-80,0.570671481,0.969071571,0.629951691,0.405362334,0.433145009,0.119823857
38.5,-124.5,-80,0.575971114,0.964632635,0.722222222,0.382986971,0.410546139,0.114587012
38.5,-123.5,-80,0.552559548,0.972126942,0.628985507,0.524410466,0.485875706,0.094765363
39.5,-124.5,-80,0.558674509,0.964892053,0.733816425,0.269559599,0.396556363,0.104151951
30.5,-124.5,-85,0.842233999,0.963277895,0.92173913,0.029762033,0.114608555,0.017233578
30.5,-123.5,-85,0.838681498,0.961461966,0.926247987,0.022935286,0.108420769,0.016621049
30.5,-122.5,-85,0.820802516,0.961951979,0.923188406,0.025713363,0.110034974,0.017106657
30.5,-121.5,-85,0.785801642,0.960453117,0.906280193,0.058425756,0.14527845,0.023110542
30.5,-120.5,-85,0.754935647,0.961058427,0.903059581,0.032777,0.13424805,0.019280858
30.5,-119.5,-85,0.712189156,0.962269046,0.867149758,0.095531388,0.19047619,0.029373786
30.5,-118.5,-85,0.692795993,0.964459689,0.794363929,0.190029073,0.233790691,0.040393784
30.5,-117.5,-85,0.673344593,0.965555011,0.766022544,0.188801551,0.253968254,0.046767394
30.5,-116.5,-85,0.651447208,0.967976249,0.644122383,0.27250996,0.329835889,0.071605156
31.5,-124.5,-85,0.812125095,0.959127201,0.92431562,0.038333154,0.120258273,0.019374669
31.5,-123.5,-85,0.788888242,0.959213674,0.91352657,0.051555938,0.135055152,0.021206737
31.5,-122.5,-85,0.761341797,0.959847808,0.906441224,0.069861096,0.150659134,0.024705324
31.5,-121.5,-85,0.729893425,0.960799008,0.875523349,0.110067837,0.187785849,0.032541277
31.5,-120.5,-85,0.705841244,0.961750209,0.842834138,0.143792398,0.211998924,0.039709518
31.5,-119.5,-85,0.665948401,0.964459689,0.766022544,0.240292883,0.288135593,0.060590676
31.5,-118.5,-85,0.656222701,0.965670308,0.726731079,0.210035534,0.267958031,0.055751148
31.5,-117.5,-85,0.649991264,0.967284467,0.694363929,0.25926564,0.321764864,0.070562202
32.5,-124.5,-85,0.79686681,0.957916583,0.926086957,0.046818133,0.133440947,0.022398684
32.5,-123.5,-85,0.757032205,0.958003055,0.916425121,0.060859266,0.145009416,0.022117252
32.5,-122.5,-85,0.7105585,0.959646038,0.861835749,0.136879509,0.203389831,0.039052843
32.5,-121.5,-85,0.678585988,0.961058427,0.813687601,0.198923226,0.252892117,0.050277017
32.5,-120.5,-85,0.660707006,0.963883204,0.770853462,0.25721977,0.294323379,0.065021852
32.5,-119.5,-85,0.624716091,0.967313291,0.692753623,0.312975127,0.338714017,0.079556993
32.5,-118.5,-85,0.624250189,0.969359813,0.629146538,0.36069775,0.383104654,0.093319574
32.5,-117.5,-85,0.628967445,0.970253365,0.597584541,0.369333477,0.394942158,0.098043219
33.5,-124.5,-85,0.744452857,0.955783587,0.929146538,0.065683213,0.1503901,0.02414246
33.5,-123.5,-85,0.709510221,0.957599516,0.875845411,0.14097125,0.209577616,0.039406013
33.5,-122.5,-85,0.661464096,0.96053959,0.819162641,0.210229353,0.264460586,0.055530417
33.5,-121.5,-85,0.629258634,0.963767907,0.743800322,0.285151287,0.326876513,0.073315822
33.5,-120.5,-85,0.598742065,0.970051595,0.612721417,0.402196619,0.416733925,0.107534655
33.5,-119.5,-85,0.587327471,0.972818724,0.534460548,0.446215139,0.454936777,0.123156896
33.5,-118.5,-85,0.614932153,0.970282189,0.594363929,0.372779154,0.397901533,0.097154777
34.5,-124.5,-85,0.653776717,0.958176001,0.841384863,0.119478841,0.227333871,0.038975587
34.5,-123.5,-85,0.639624949,0.961087251,0.767149758,0.106794444,0.1826742,0.037529799
34.5,-122.5,-85,0.61679576,0.96405615,0.74041868,0.291116615,0.327145547,0.074805757
34.5,-121.5,-85,0.592801817,0.969561583,0.620772947,0.407063637,0.420500404,0.107700203
35.5,-124.5,-85,0.622270107,0.960222523,0.84605475,0.247205772,0.285714286,0.066313129
35.5,-123.5,-85,0.59810145,0.964171447,0.733494364,0.276795521,0.343018563,0.079783242
35.5,-122.5,-85,0.581037796,0.967889776,0.629468599,0.346032088,0.412429379,0.094125243
35.5,-121.5,-85,0.582086075,0.969532759,0.623027375,0.334962851,0.416733925,0.090290041
36.5,-124.5,-85,0.591928251,0.962730234,0.737520129,0.149090126,0.32795265,0.063520881
36.5,-123.5,-85,0.578533574,0.966275618,0.687117552,0.320383332,0.367231638,0.09298296
36.5,-122.5,-85,0.573583367,0.971521633,0.56747182,0.433250781,0.496906107,0.13889502
37.5,-124.5,-85,0.571545047,0.965151471,0.689371981,0.310347798,0.384180791,0.087426055
37.5,-123.5,-85,0.562459962,0.96987865,0.60805153,0.41953268,0.450094162,0.125198658
38.5,-124.5,-85,0.566187176,0.966045023,0.689855072,0.411349198,0.426150121,0.123670095
38.5,-123.5,-85,0.547026964,0.972761076,0.603381643,0.533003123,0.513048157,0.166823018
39.5,-124.5,-85,0.55174422,0.966333266,0.716586151,0.293033272,0.415388754,0.108881114
30.5,-124.5,-90,0.827849281,0.963393192,0.91626409,0.036481103,0.121065375,0.018569001
30.5,-123.5,-90,0.825345059,0.961721385,0.918357488,0.031657155,0.115953726,0.018215831
30.5,-122.5,-90,0.805369518,0.962124924,0.915780998,0.034650587,0.118105999,0.018778695
30.5,-121.5,-90,0.769960981,0.960770184,0.896296296,0.07294067,0.156577885,0.025687577
30.5,-120.5,-90,0.738104944,0.961404318,0.892914654,0.04735652,0.14205004,0.021256401
30.5,-119.5,-90,0.693611321,0.962557288,0.849597424,0.120146441,0.209039548,0.033964992
30.5,-118.5,-90,0.676081766,0.964892053,0.773268921,0.209367934,0.251815981,0.044449717
30.5,-117.5,-90,0.658610448,0.966246793,0.745410628,0.211219985,0.270648372,0.051209606
30.5,-116.5,-90,0.640498515,0.968840977,0.619806763,0.297986433,0.349206349,0.078536112
31.5,-124.5,-90,0.797798614,0.959617214,0.915136876,0.0484979,0.127791229,0.021107408
31.5,-123.5,-90,0.77229049,0.959473093,0.90257649,0.066264671,0.14716169,0.023938284
31.5,-122.5,-90,0.745617611,0.960366645,0.893075684,0.085840422,0.163034705,0.027905924
31.5,-121.5,-90,0.71312096,0.961346669,0.858454106,0.132378594,0.203658865,0.036922788
31.5,-120.5,-90,0.688719352,0.96229787,0.822866345,0.170044148,0.23110035,0.045189167
31.5,-119.5,-90,0.650573642,0.965237944,0.741867955,0.270227199,0.308044122,0.067157425
31.5,-118.5,-90,0.642711549,0.966506212,0.703059581,0.236459567,0.284369115,0.061545338
31.5,-117.5,-90,0.638285481,0.96812037,0.671819646,0.282050178,0.341404358,0.077311054
32.5,-124.5,-90,0.783472133,0.958348946,0.919162641,0.056207602,0.139359699,0.024672214
32.5,-123.5,-90,0.74078388,0.958550716,0.904186795,0.077312372,0.157654022,0.024865354
32.5,-122.5,-90,0.694543125,0.960308996,0.844122383,0.159319479,0.220069949,0.043644049
32.5,-121.5,-90,0.6623959,0.96189433,0.788888889,0.227048563,0.274683885,0.056716846
32.5,-120.5,-90,0.645856386,0.964632635,0.746698873,0.284483687,0.313693839,0.072416343
32.5,-119.5,-90,0.612835595,0.968178019,0.670048309,0.337245612,0.356201238,0.086101669
32.5,-118.5,-90,0.613767399,0.970195717,0.608695652,0.382211694,0.399784773,0.099814586
32.5,-117.5,-90,0.620231786,0.970887499,0.578904992,0.387250996,0.409470003,0.103798782
33.5,-124.5,-90,0.730126376,0.956360073,0.919162641,0.080499623,0.162227603,0.02689608
33.5,-123.5,-90,0.692213616,0.958233649,0.859259259,0.162614407,0.225719666,0.044074475
33.5,-122.5,-90,0.645856386,0.961231372,0.795974235,0.236244212,0.28598332,0.062312379
33.5,-121.5,-90,0.615805719,0.964776756,0.717069243,0.31267363,0.345708905,0.080290924
33.5,-120.5,-90,0.588666938,0.970801026,0.592109501,0.421513944,0.430454668,0.113395064
33.5,-119.5,-90,0.580222468,0.973596979,0.517230274,0.460148595,0.46865752,0.128691727
33.5,-118.5,-90,0.606604158,0.971089269,0.575362319,0.390998169,0.412698413,0.103009668
34.5,-124.5,-90,0.639275523,0.959040729,0.81884058,0.140626682,0.241592682,0.043346062
34.5,-123.5,-90,0.626172034,0.962153749,0.749758454,0.12324755,0.19558784,0.041133233
34.5,-122.5,-90,0.603925223,0.965151471,0.714653784,0.318552816,0.346785042,0.081753267
34.5,-121.5,-90,0.583483781,0.970455135,0.597906602,0.426531711,0.435028249,0.113913782
35.5,-124.5,-90,0.609224856,0.961433142,0.826247987,0.275977172,0.302932472,0.074055271
35.5,-123.5,-90,0.586861569,0.965324417,0.709339775,0.2996662,0.361850955,0.086471393
35.5,-122.5,-90,0.571603285,0.968840977,0.606441224,0.370345644,0.42803336,0.101144491
35.5,-121.5,-90,0.57480636,0.970455135,0.60273752,0.358651879,0.432875975,0.097436209
36.5,-124.5,-90,0.580746608,0.964027325,0.716747182,0.195735975,0.344632768,0.069403364
36.5,-123.5,-90,0.569273776,0.967428588,0.664090177,0.345859804,0.381221415,0.097927335
36.5,-122.5,-90,0.567060742,0.972184591,0.550724638,0.44244643,0.506322303,0.144054609
37.5,-124.5,-90,0.561877584,0.966304442,0.659903382,0.337783999,0.404896422,0.095427556
37.5,-123.5,-90,0.555471434,0.970685729,0.587761675,0.438785399,0.461662631,0.131583304
38.5,-124.5,-90,0.557975657,0.967226818,0.660869565,0.435942716,0.450901264,0.133371225
38.5,-123.5,-90,0.542484421,0.973135791,0.581320451,0.546376656,0.496368039,0.171899832
39.5,-124.5,-90,0.544522742,0.967543885,0.690982287,0.314547217,0.424535916,0.117682765
30.5,-124.5,-95,0.811892144,0.963537313,0.912077295,0.04535372,0.128598332,0.019904423
30.5,-123.5,-95,0.807873741,0.962009627,0.909500805,0.042274147,0.125100888,0.020434178
30.5,-122.5,-95,0.787432299,0.962355518,0.907729469,0.044793798,0.126984127,0.020605245
30.5,-121.5,-95,0.753304991,0.961087251,0.885829308,0.089479918,0.169222491,0.028248058
30.5,-120.5,-95,0.721390717,0.961750209,0.880193237,0.056250673,0.15173527,0.024363191
30.5,-119.5,-95,0.675790577,0.962960828,0.830917874,0.146096694,0.227333871,0.038534125
30.5,-118.5,-95,0.660008153,0.965526187,0.749597424,0.230881878,0.26984127,0.049206472
30.5,-117.5,-95,0.645274009,0.966880927,0.723832528,0.233767632,0.288942696,0.056038098
30.5,-116.5,-95,0.631296954,0.96967688,0.599516908,0.318768171,0.365348399,0.084683472
31.5,-124.5,-95,0.78201619,0.960020753,0.904025765,0.063766555,0.139090665,0.023778254
31.5,-123.5,-95,0.7556345,0.959761335,0.890821256,0.081985571,0.159806295,0.026945744
31.5,-122.5,-95,0.728612195,0.960914305,0.878582931,0.10414558,0.175679311,0.031531432
31.5,-121.5,-95,0.696930872,0.961923155,0.839935588,0.156713686,0.221146086,0.041949938
31.5,-120.5,-95,0.672529264,0.962932004,0.80257649,0.196317433,0.251008878,0.050911619
31.5,-119.5,-95,0.635955972,0.966016199,0.715942029,0.298610962,0.329297821,0.074176673
31.5,-118.5,-95,0.630481626,0.967342115,0.680515298,0.261720685,0.302663438,0.067615442
31.5,-117.5,-95,0.627744453,0.969013922,0.650563607,0.301216755,0.358084477,0.084120607
32.5,-124.5,-95,0.768970939,0.958810135,0.910950081,0.064024981,0.149313963,0.026807787
32.5,-123.5,-95,0.72412789,0.959098377,0.890499195,0.095703672,0.171374765,0.027999735
32.5,-122.5,-95,0.679517792,0.961058427,0.824959742,0.182965436,0.238364272,0.048985741
32.5,-121.5,-95,0.646962903,0.962787882,0.764573269,0.254097125,0.294323379,0.06317323
32.5,-120.5,-95,0.631704618,0.965468538,0.723832528,0.311381501,0.333602368,0.079512847
32.5,-119.5,-95,0.601886902,0.969042746,0.648309179,0.361580704,0.372612322,0.092723601
32.5,-118.5,-95,0.604216411,0.97103162,0.588888889,0.4013352,0.41511972,0.106028165
32.5,-117.5,-95,0.612602644,0.971665754,0.560708535,0.404091741,0.423997848,0.109405351
33.5,-124.5,-95,0.716789937,0.957109503,0.906119163,0.098395607,0.176755448,0.030383631
33.5,-123.5,-95,0.676664143,0.959069553,0.840901771,0.186971035,0.243475921,0.049476867
33.5,-122.5,-95,0.631704618,0.961980803,0.771658615,0.262754388,0.307237019,0.068912237
33.5,-121.5,-95,0.603459321,0.965727957,0.690499195,0.339054592,0.366155502,0.087641268
33.5,-120.5,-95,0.57940714,0.971579281,0.570853462,0.441197373,0.445251547,0.120314983
33.5,-119.5,-95,0.574340458,0.97434641,0.50273752,0.472445354,0.479418886,0.133553329
33.5,-118.5,-95,0.599149729,0.971867524,0.558132045,0.40852805,0.427226258,0.108870078
34.5,-124.5,-95,0.625298468,0.960020753,0.79726248,0.161774524,0.255044391,0.047026753
34.5,-123.5,-95,0.61347621,0.963162598,0.733494364,0.14120814,0.208232446,0.045001545
34.5,-122.5,-95,0.59221944,0.966189145,0.689694042,0.345149133,0.366962604,0.088827697
34.5,-121.5,-95,0.575214024,0.971319863,0.576328502,0.443996985,0.448479957,0.120121844
35.5,-124.5,-95,0.596470794,0.962384343,0.804347826,0.303801012,0.323110035,0.080793087
35.5,-123.5,-95,0.57684468,0.966535036,0.682608696,0.316851513,0.377185903,0.092867076
35.5,-122.5,-95,0.563158814,0.969792177,0.582125604,0.393194788,0.442292171,0.109195656
35.5,-121.5,-95,0.567992546,0.97123339,0.584541063,0.385162054,0.454936777,0.104985211
36.5,-124.5,-95,0.57096267,0.965237944,0.698872786,0.229697427,0.365886468,0.0863224
36.5,-123.5,-95,0.559955739,0.968466261,0.641062802,0.37150856,0.400860909,0.104615486
36.5,-122.5,-95,0.561236969,0.9727899,0.5352657,0.45073759,0.51520043,0.147884293
37.5,-124.5,-95,0.553433114,0.967486236,0.634943639,0.364617207,0.426419155,0.103489758
37.5,-123.5,-95,0.549356473,0.971463984,0.566666667,0.457564337,0.480495023,0.136389723
38.5,-124.5,-95,0.55046299,0.968293316,0.630756844,0.466243136,0.45386064,0.145947378
38.5,-123.5,-95,0.539805486,0.973510506,0.562640902,0.557725853,0.503900995,0.176954574
39.5,-124.5,-95,0.53817483,0.968610382,0.669565217,0.333886077,0.438525693,0.119448614
30.5,-124.5,-100,0.798380991,0.963710259,0.907407407,0.055819963,0.136400323,0.021493687
30.5,-123.5,-100,0.791974841,0.96229787,0.899033816,0.055970712,0.135055152,0.022922921
30.5,-122.5,-100,0.771125735,0.96270141,0.89742351,0.05721977,0.137745494,0.022972585
30.5,-121.5,-100,0.735775435,0.961519615,0.872141707,0.110283192,0.184288405,0.032055668
30.5,-120.5,-100,0.705025916,0.962182573,0.868438003,0.071390115,0.163841808,0.027530682
30.5,-119.5,-100,0.659134587,0.963508489,0.808856683,0.183934532,0.25692763,0.044234505
30.5,-118.5,-100,0.645565197,0.966333266,0.728985507,0.253774093,0.286252354,0.05503929
30.5,-117.5,-100,0.633568225,0.967457412,0.706280193,0.261182298,0.307506053,0.063018718
30.5,-116.5,-100,0.622095393,0.970368662,0.582447665,0.339916012,0.376647834,0.092569089
31.5,-124.5,-100,0.766059053,0.960481942,0.888888889,0.082028642,0.152542373,0.026752605
31.5,-123.5,-100,0.740201503,0.960107226,0.881481481,0.098933994,0.17298897,0.030433295
31.5,-122.5,-100,0.712247394,0.961404318,0.861996779,0.123872079,0.189938122,0.035554256
31.5,-121.5,-100,0.680973735,0.962614937,0.822061192,0.18318079,0.239978477,0.047655836
31.5,-120.5,-100,0.657736882,0.96365261,0.781803543,0.222418434,0.26984127,0.056540261
31.5,-119.5,-100,0.62320191,0.966852103,0.69468599,0.324905782,0.350282486,0.080710313
31.5,-118.5,-100,0.620173548,0.968235667,0.660386473,0.286572628,0.323379069,0.073939387
31.5,-117.5,-100,0.618368179,0.96987865,0.62962963,0.325185744,0.380145278,0.090439034
32.5,-124.5,-100,0.753304991,0.959357796,0.902898551,0.076170992,0.144740382,0.028766776
32.5,-123.5,-100,0.708112515,0.959934281,0.876811594,0.115645526,0.185364541,0.031503841
32.5,-122.5,-100,0.665191311,0.961923155,0.803381643,0.206912889,0.257196664,0.05427225
32.5,-121.5,-100,0.633801176,0.963710259,0.742995169,0.279573598,0.313693839,0.069513729
32.5,-120.5,-100,0.619125269,0.966448563,0.700966184,0.337374825,0.354048964,0.086394137
32.5,-119.5,-100,0.592627104,0.969907474,0.62705314,0.385571229,0.392251816,0.099555227
32.5,-118.5,-100,0.596645507,0.971867524,0.570853462,0.419209648,0.429109497,0.112076196
32.5,-117.5,-100,0.606196494,0.972444009,0.542995169,0.420803273,0.439063761,0.115480973
33.5,-124.5,-100,0.702987595,0.957858934,0.890821256,0.119048132,0.192897498,0.034334717
33.5,-123.5,-100,0.661755285,0.959934281,0.819162641,0.212275223,0.261232176,0.054901333
33.5,-122.5,-100,0.618542892,0.963076125,0.754267311,0.289221492,0.325262308,0.075407249
33.5,-121.5,-100,0.592510628,0.966794454,0.666988728,0.364294175,0.386602098,0.094781918
33.5,-120.5,-100,0.571603285,0.972271063,0.554428341,0.458059653,0.458165187,0.126241612
33.5,-119.5,-100,0.569215538,0.974980544,0.489049919,0.486486486,0.491525424,0.138856392
33.5,-118.5,-100,0.59297653,0.972645779,0.542190016,0.42558415,0.440139898,0.114708414
34.5,-124.5,-100,0.612602644,0.961000778,0.77826087,0.183417681,0.273607748,0.051010948
34.5,-123.5,-100,0.601246287,0.964574986,0.719484702,0.162032949,0.218724778,0.04274457
34.5,-122.5,-100,0.582086075,0.967255642,0.665700483,0.370302573,0.38606403,0.095637251
34.5,-121.5,-100,0.567934308,0.972126942,0.557165862,0.460083988,0.461662631,0.12596018
35.5,-124.5,-100,0.585755052,0.963681434,0.775040258,0.328889846,0.341942427,0.091559244
35.5,-123.5,-100,0.56840021,0.967832128,0.646698873,0.342004953,0.397632499,0.098964771
35.5,-122.5,-100,0.555937336,0.970685729,0.558293076,0.413072036,0.450094162,0.116501854
35.5,-121.5,-100,0.561935822,0.972040469,0.56489533,0.410272424,0.459779392,0.112203117
36.5,-124.5,-100,0.562692912,0.966506212,0.695652174,0.251426726,0.373957493,0.078044985
36.5,-123.5,-100,0.55302545,0.969590407,0.611755233,0.395692904,0.415388754,0.112616987
36.5,-122.5,-100,0.555762623,0.973366385,0.523188406,0.459976311,0.522464353,0.150555139
37.5,-124.5,-100,0.546968726,0.968668031,0.616586151,0.391558092,0.43771859,0.111822356
37.5,-123.5,-100,0.544522742,0.972155766,0.552979066,0.47227307,0.48937315,0.141157514
38.5,-124.5,-100,0.544697455,0.969388637,0.59452496,0.487390977,0.468119451,0.155935458
38.5,-123.5,-100,0.536194747,0.974115816,0.538325282,0.567782922,0.443637342,0.179470908
39.5,-124.5,-100,0.533515812,0.969993947,0.61352657,0.350274577,0.452784504,0.125231768
30.5,-124.5,-125,0.70490944,0.964661459,0.846859903,0.148508668,0.207156309,0.038925923
30.5,-123.5,-125,0.69698911,0.964344392,0.822866345,0.148982449,0.20527307,0.039930249
30.5,-122.5,-125,0.684817425,0.964430865,0.821256039,0.153935609,0.209308582,0.040608997
30.5,-121.5,-125,0.652961388,0.964546162,0.786312399,0.229697427,0.271455475,0.057930867
30.5,-120.5,-125,0.629025683,0.965382066,0.776328502,0.183482287,0.245628195,0.052843016
30.5,-119.5,-125,0.596470794,0.967832128,0.7,0.374954237,0.348937315,0.079755651
