Latitude,Longitude,Temperature (°C),Salinity (Unitless),Density (kg/m$^3$),Dissolved Oxygen (ml/l),Percent Oxygen Saturation,Apparent Oxygen Utilization,Silicate,Phosphate,Nitrate
-57.5,112.5,1.9069999999999998,33.882,27.069000000000003,7.925,-0.115,101.537,29.333000000000002,28.0,1.9
-57.5,117.5,2.1919999999999997,33.865,27.064,7.31,0.18,97.619,16.144000000000002,27.35,1.742
-57.5,122.5,2.265,33.857,27.044,7.495,0.214,97.213,4.354,,1.6280000000000001
-57.5,127.5,2.7089999999999996,33.841,26.96,7.294,0.217,97.042,11.4,24.1,1.415
-57.5,132.5,3.3689999999999998,33.832,26.945,7.307,-0.05,100.68299999999999,4.0169999999999995,22.465,1.5859999999999999
-57.5,137.5,2.699,33.823,26.953000000000003,7.725,0.036000000000000004,99.514,16.02,26.991,1.735
-57.5,142.5,2.674,33.811,26.980999999999998,7.346,-0.109,101.51299999999999,6.1579999999999995,25.355,1.568
-57.5,147.5,1.8659999999999999,33.845,27.063000000000002,7.447,-0.09300000000000001,101.24,12.890999999999998,24.455,1.682
-57.5,152.5,3.0610000000000004,33.838,26.967,7.392,-0.10300000000000001,101.405,11.262,24.171,1.64
-57.5,157.5,3.043,33.843,26.94,7.321000000000001,-0.09699999999999999,101.352,12.094000000000001,24.608,1.548
-57.5,162.5,3.753,33.868,26.906999999999996,7.193,-0.031,100.42299999999999,6.941,22.333000000000002,1.5330000000000001
-57.5,167.5,5.442,34.043,26.8,6.891,-0.033,100.46700000000001,3.562,22.038,1.4709999999999999
-57.5,172.5,6.031000000000001,34.066,26.835,6.885,0.055999999999999994,99.20200000000001,3.986,18.692999999999998,1.3159999999999998
-57.5,177.5,5.577000000000001,33.999,26.861,6.855,0.068,99.039,5.022,25.1,1.0070000000000001
-52.5,-177.5,8.607999999999999,34.251,26.656,6.403,-0.073,101.164,2.6710000000000003,13.042,0.941
-52.5,-172.5,8.642999999999999,34.292,26.651999999999997,6.471,-0.022000000000000002,100.385,1.9040000000000001,12.032,0.9179999999999999
-52.5,-167.5,8.271,34.236,26.693,6.475,-0.08,101.30799999999999,,12.25,0.93
-52.5,-162.5,7.622999999999999,34.211,26.713,6.627999999999999,-0.076,101.19,5.3,11.0,0.99
-52.5,-157.5,7.569,34.213,26.706999999999997,6.571000000000001,-0.055,100.855,5.8,13.75,1.084
-52.5,-152.5,7.421,34.242,26.713,6.66,0.10300000000000001,98.49600000000001,3.678,19.069000000000003,1.351
-52.5,-147.5,7.49,34.259,26.73,6.625,0.006999999999999999,99.899,3.155,15.892999999999999,1.101
-52.5,-142.5,6.766,34.198,26.802,6.774,0.022000000000000002,99.70700000000001,5.337999999999999,19.283,1.4169999999999998
-52.5,-137.5,7.005,34.203,26.781,6.605,0.042,99.395,4.831,17.118,1.246
-52.5,-132.5,6.888999999999999,34.251999999999995,26.815,6.8660000000000005,-0.161,102.421,2.125,13.245,1.097
-52.5,-127.5,7.185,34.314,26.851,6.853,-0.16,102.39299999999999,2.099,15.342,1.117
-52.5,-122.5,7.292999999999999,34.228,26.799,6.803999999999999,-0.12,101.815,1.454,13.659,1.155
-52.5,-117.5,6.632999999999999,34.144,26.799,6.917000000000001,-0.281,104.242,2.2680000000000002,16.249000000000002,1.232
-52.5,-112.5,7.127999999999999,34.192,26.781999999999996,6.715,-0.055,100.82700000000001,2.498,14.725,1.156
-52.5,-107.5,7.152,34.19,26.76,6.676,-0.0,100.005,3.355,15.501,1.23
-52.5,-102.5,7.279,34.175,26.730999999999998,6.705,-0.034,100.51799999999999,1.744,16.109,1.235
-52.5,-97.5,6.83,34.167,26.761999999999997,6.678,0.033,99.525,3.697,16.035999999999998,1.26
-52.5,-92.5,6.672999999999999,34.145,26.798000000000002,6.665,-0.024,100.36,2.733,16.285,1.157
-52.5,-87.5,7.109,34.107,26.745,6.579,-0.048,100.49,2.54,16.761,1.22
-52.5,-82.5,7.29,34.053000000000004,26.703000000000003,6.369,-0.015,100.23299999999999,3.1,16.753,1.195
-52.5,-77.5,8.412,33.911,26.546999999999997,6.579,-0.083,101.304,1.518,12.745999999999999,1.021
-52.5,-72.5,7.952000000000001,26.78,21.089000000000002,6.937,-0.023,100.336,3.335,2.178,0.638
-52.5,-67.5,8.411,32.974000000000004,25.568,6.531000000000001,-0.019,100.469,2.867,8.996,1.1079999999999999
-52.5,-62.5,7.752000000000001,33.69,26.307,6.687,0.009000000000000001,99.977,3.94,12.445,1.2409999999999999
-52.5,-57.5,6.932,33.983000000000004,26.724,7.0889999999999995,-0.156,102.266,4.901,13.263,1.11
-52.5,-52.5,5.638,34.054,26.863000000000003,7.053999999999999,-0.059000000000000004,100.947,5.859,16.791,1.3530000000000002
-52.5,-47.5,4.362,33.954,26.921,7.209,-0.08,101.194,7.933,21.951999999999998,1.395
-52.5,-42.5,2.662,33.897,27.031,7.657,-0.142,101.97399999999999,7.376,20.039,1.518
-52.5,-37.5,2.124,33.852,27.026999999999997,7.649,-0.019,100.295,10.739,21.695999999999998,1.455
-52.5,-32.5,1.8630000000000002,33.91,27.11,7.692,-0.025,100.271,20.085,24.604,1.6019999999999999
-52.5,-27.5,2.623,33.897,27.018,7.645,-0.084,100.946,19.611,23.686999999999998,1.558
-52.5,-22.5,3.094,33.865,26.95,7.591,-0.08800000000000001,101.367,6.082999999999999,23.13,1.4080000000000001
-52.5,-17.5,2.77,33.85,26.96,7.6610000000000005,-0.272,103.74700000000001,7.818,19.415,1.34
-52.5,-12.5,2.235,33.871,27.041999999999998,7.431,0.18600000000000003,97.505,8.0,,1.442
-52.5,-7.5,1.655,33.812,27.03,7.965,-0.154,101.95200000000001,,,1.515
-52.5,-2.5,1.25,33.809,27.057,7.832000000000001,0.145,98.223,52.397,27.47,1.8659999999999999
-52.5,2.5,1.704,33.857,27.09,7.846,0.09300000000000001,98.822,39.866,24.773000000000003,1.859
-52.5,7.5,1.911,33.866,27.066,7.7989999999999995,-0.026000000000000002,100.40700000000001,36.75,19.0,1.681
-52.5,12.5,1.3319999999999999,33.929,27.166999999999998,7.777,-0.04,100.527,36.95,20.0,1.7169999999999999
-52.5,17.5,1.2790000000000001,33.955,27.204,7.724,-0.039,100.348,38.789,28.4,1.709
-52.5,22.5,1.3259999999999998,33.986,27.226999999999997,7.685,0.032,99.63799999999999,39.107,22.03,1.685
-52.5,27.5,1.831,33.954,27.163,7.627000000000001,-0.057,100.759,29.605,24.449,1.777
-52.5,32.5,2.51,33.885,27.034000000000002,7.495,-0.09300000000000001,101.24,24.974,24.168000000000003,1.749
-52.5,37.5,2.544,33.864000000000004,27.029,7.6770000000000005,0.039,99.525,34.531,20.05,1.9609999999999999
-52.5,42.5,2.022,33.96,27.141,7.599,0.046,99.397,27.031999999999996,22.666999999999998,1.801
-52.5,47.5,2.0980000000000003,33.888000000000005,27.059,7.607,0.114,98.546,26.769000000000002,22.666999999999998,1.839
-52.5,52.5,2.9619999999999997,33.829,26.933000000000003,7.477,-0.033,100.501,8.0,,1.5
-52.5,57.5,3.0060000000000002,33.842,26.962,7.352,0.053,99.307,,,1.595
-52.5,62.5,3.0869999999999997,33.828,26.927,7.382999999999999,-0.021,100.319,15.857999999999999,26.04,1.6
-52.5,67.5,3.21,33.847,26.954,7.486000000000001,-0.034,100.501,14.222999999999999,24.984,1.81
-52.5,72.5,2.7119999999999997,33.88,27.02,7.561,-0.023,100.333,15.222000000000001,24.3,1.7469999999999999
-52.5,77.5,1.9380000000000002,33.854,27.066,7.534,0.064,99.17399999999999,19.211,,1.704
-52.5,82.5,2.455,33.867,27.054000000000002,7.629,0.062,99.20700000000001,19.667,,1.743
-52.5,87.5,3.741,33.865,26.851999999999997,7.358,-0.011000000000000001,100.166,10.2,22.658,1.604
-52.5,92.5,3.9530000000000003,33.891,26.893,7.252000000000001,0.039,99.46,16.265,18.122,1.432
-52.5,97.5,3.377,33.894,26.956999999999997,7.49,0.077,98.959,18.75,,1.55
-52.5,102.5,3.225,33.907,26.979,7.3389999999999995,-0.022000000000000002,100.302,9.042,,1.42
-52.5,107.5,3.062,33.896,26.988000000000003,7.54,-0.146,101.98899999999999,6.75,21.5,1.492
-52.5,112.5,3.2489999999999997,33.874,26.956,7.596,-0.11900000000000001,101.59299999999999,17.333,24.0,1.675
-52.5,117.5,4.218999999999999,33.879,26.878,7.095,0.126,98.274,3.5669999999999997,22.62,1.504
-52.5,122.5,5.305,33.926,26.809,7.0360000000000005,0.12300000000000001,98.296,5.545,19.069000000000003,1.4069999999999998
-52.5,127.5,5.74,33.975,26.776999999999997,6.959,-0.048,100.70299999999999,,19.0,
-52.5,132.5,6.291,33.968,26.74,6.774,-0.071,101.055,4.544,20.862,1.3630000000000002
-52.5,137.5,5.615,33.923,26.753,6.876,0.08,98.866,6.102,18.868,1.1059999999999999
-52.5,142.5,5.061,33.968,26.732,6.968999999999999,-0.092,101.324,4.574,21.086,1.338
-52.5,147.5,6.949,34.11,26.684,6.853,0.005,99.946,6.0089999999999995,17.289,1.31
-52.5,152.5,7.37,34.102,26.643,6.797999999999999,-0.08199999999999999,101.17399999999999,2.676,19.562,1.344
-52.5,157.5,7.499,34.161,26.653000000000002,6.726,-0.022000000000000002,100.29899999999999,2.162,17.9,1.172
-52.5,162.5,8.494,34.27,26.636999999999997,6.5120000000000005,0.048,99.28299999999999,3.778,12.05,1.15
-52.5,167.5,9.677,34.372,26.718000000000004,6.582999999999999,-0.142,102.28200000000001,2.679,10.038,0.795
-52.5,172.5,8.466000000000001,34.287,26.728,6.566,-0.079,101.289,3.1660000000000004,15.833,0.894
-52.5,177.5,7.695,34.14,26.679000000000002,6.584,-0.06,100.931,5.0,18.1,1.2
-47.5,-177.5,10.905,34.400999999999996,26.401,6.352,0.055,99.30799999999999,4.272,,0.943
-47.5,-172.5,11.681,34.67,26.389,5.997999999999999,0.005,99.965,0.993,5.977,0.521
-47.5,-167.5,11.389000000000001,34.628,26.432,6.19,-0.10300000000000001,101.726,1.435,6.707999999999999,0.653
-47.5,-162.5,10.929,34.571,26.447,6.154,-0.217,103.626,2.124,7.069,0.5329999999999999
-47.5,-157.5,11.369000000000002,34.525999999999996,26.432,6.07,0.027999999999999997,99.557,2.588,6.0,0.655
-47.5,-152.5,10.443,34.491,26.488000000000003,6.162999999999999,0.01,99.874,3.736,8.623,0.8759999999999999
-47.5,-147.5,10.356,34.463,26.443,6.232,-0.073,101.195,2.8339999999999996,6.972,0.86
-47.5,-142.5,10.294,34.414,26.57,6.456,-0.076,101.20200000000001,2.9219999999999997,11.1,1.004
-47.5,-137.5,9.804,34.376999999999995,26.531999999999996,6.266,0.042,99.318,3.273,10.269,0.868
-47.5,-132.5,10.604000000000001,34.305,26.455,6.311,-0.015,100.285,3.571,11.764000000000001,0.9009999999999999
-47.5,-127.5,9.857000000000001,34.291,26.605,6.256,-0.073,101.162,2.727,10.387,0.782
-47.5,-122.5,9.208,34.258,26.584,6.313,-0.047,100.742,2.971,13.129000000000001,1.078
-47.5,-117.5,9.076,34.224000000000004,26.6,6.443,-0.081,101.27600000000001,3.7489999999999997,11.909,0.9990000000000001
-47.5,-112.5,9.051,34.193000000000005,26.544,6.381,-0.151,102.39,3.388,15.95,1.082
-47.5,-107.5,9.442,34.152,26.49,6.4110000000000005,-0.266,104.23,3.215,,1.062
-47.5,-102.5,9.436,34.111,26.351999999999997,6.263,-0.063,101.012,1.743,15.908,1.146
-47.5,-97.5,9.012,34.082,26.445,6.2,-0.18,102.84899999999999,1.0,,
-47.5,-92.5,9.237,34.051,26.349,6.395,-0.174,102.766,3.3,12.937999999999999,1.11
-47.5,-87.5,10.116,34.006,26.299,6.335,-0.09,101.444,2.158,15.323,1.222
-47.5,-82.5,10.635,33.911,26.013,6.292000000000001,-0.122,101.973,1.821,12.546,0.985
-47.5,-77.5,10.755,32.973,25.541,6.343,-0.11900000000000001,101.962,0.816,4.289,0.636
-47.5,-62.5,10.236,33.768,26.002,6.672999999999999,-0.214,103.413,4.26,10.016,1.113
-47.5,-57.5,8.576,34.058,26.423000000000002,6.894,-0.251,103.868,4.227,12.319,1.1440000000000001
-47.5,-52.5,9.955,34.313,26.421999999999997,6.481,-0.185,102.881,2.4459999999999997,8.251,0.775
-47.5,-47.5,10.36,34.391999999999996,26.464000000000002,6.459,-0.16699999999999998,102.07600000000001,2.347,8.507,0.795
-47.5,-42.5,9.033,34.32,26.506,6.817,-0.192,102.958,6.207999999999999,11.464,1.099
-47.5,-37.5,6.777,34.171,26.669,7.3389999999999995,-0.243,103.507,9.816,17.509,1.464
-47.5,-32.5,6.7139999999999995,34.080999999999996,26.7,7.192,-0.256,103.66,6.601,17.515,1.3730000000000002
-47.5,-27.5,6.1129999999999995,33.997,26.759,7.371,-0.23399999999999999,103.307,10.390999999999998,17.715999999999998,1.399
-47.5,-22.5,6.455,33.928000000000004,26.65,7.1979999999999995,-0.349,105.171,2.978,16.377,1.304
-47.5,-17.5,6.233,33.95,26.701999999999998,7.122000000000001,-0.32299999999999995,104.81299999999999,3.437,17.706,1.375
-47.5,-12.5,5.343999999999999,33.859,26.713,7.21,0.006999999999999999,99.85799999999999,4.5,19.667,1.489
-47.5,-7.5,4.703,33.817,26.735,6.317,,,,,1.85
-47.5,-2.5,5.551,33.85,26.685,7.77,-0.6679999999999999,109.399,2.0,,
-47.5,2.5,5.779,33.852,26.679000000000002,7.037000000000001,-0.025,100.295,6.501,21.98,1.5390000000000001
-47.5,7.5,5.895,33.817,26.648000000000003,7.352,-0.276,103.895,5.249,21.65,1.501
-47.5,12.5,5.977,33.834,26.671,7.129,-0.16699999999999998,102.404,4.341,18.484,1.392
-47.5,17.5,5.729,33.852,26.698,7.056,-0.024,100.354,6.473,21.0,1.403
-47.5,22.5,4.939,33.828,26.741,7.087000000000001,-0.086,101.249,6.468999999999999,16.572,1.367
-47.5,27.5,6.141,33.85,26.644000000000002,6.869,-0.055,100.368,6.2170000000000005,16.697,1.344
-47.5,32.5,6.267,33.924,26.607,6.8870000000000005,-0.076,101.311,5.3660000000000005,11.839,1.379
-47.5,37.5,5.7,33.83,26.628,6.909,0.051,99.262,0.95,,1.321
-47.5,42.5,5.101,33.832,26.735,7.025,-0.076,101.118,4.8,,1.3880000000000001
-47.5,47.5,5.066,33.821,26.736,7.065,0.062,99.12299999999999,8.808,,1.486
-47.5,52.5,4.888,33.769,26.699,7.143,-0.035,100.367,9.307,14.658,1.581
-47.5,57.5,6.707000000000001,33.762,26.581999999999997,6.957000000000001,-0.14,102.139,4.497,16.596,1.405
-47.5,62.5,5.947,33.781,26.634,7.1979999999999995,-0.059000000000000004,100.876,9.657,16.346,1.6030000000000002
-47.5,67.5,4.849,33.755,26.603,7.276,-0.071,101.006,11.895999999999999,21.611,1.679
-47.5,72.5,4.128,33.796,26.719,7.435,-0.040999999999999995,100.62899999999999,14.75,24.361,1.725
-47.5,77.5,7.06,33.851,26.459,6.981,-0.016,100.191,3.0,,1.3940000000000001
-47.5,82.5,7.475,33.918,26.497,7.106,-0.32299999999999995,104.495,,,1.52
-47.5,87.5,7.855,34.123000000000005,26.592,6.892,-0.055999999999999994,100.834,5.125,,1.013
-47.5,92.5,7.694,34.152,26.649,6.617999999999999,-0.045,100.693,1.729,16.319000000000003,1.2209999999999999
-47.5,97.5,6.692,34.037,26.718000000000004,6.774,0.028999999999999998,99.61200000000001,6.428999999999999,,1.2429999999999999
-47.5,102.5,7.176,34.092,26.663,6.728,0.063,99.071,5.6,13.0,1.205
-47.5,107.5,7.875,34.255,26.678,6.794,-0.1,101.48299999999999,4.54,12.036,1.182
-47.5,112.5,7.937,34.255,26.671,6.71,-0.183,102.831,3.444,12.367,1.054
-47.5,117.5,8.622,34.323,26.62,6.617999999999999,-0.067,101.038,4.118,14.21,1.069
-47.5,122.5,8.932,34.397,26.647,6.6339999999999995,-0.21100000000000002,102.697,4.63,14.224,1.012
-47.5,127.5,9.787,34.522,26.639,6.44,-0.10300000000000001,101.625,3.855,13.231,0.888
-47.5,132.5,9.81,34.519,26.601,6.537000000000001,-0.187,102.955,3.845,12.077,0.9359999999999999
-47.5,137.5,10.026,34.496,26.569000000000003,6.356,-0.08,101.31200000000001,3.556,10.236,0.8440000000000001
-47.5,142.5,10.314,34.6,26.668000000000003,6.421,-0.27699999999999997,104.552,1.996,8.866,0.7040000000000001
-47.5,147.5,10.802,34.659,26.533,6.354,-0.08,101.29799999999999,3.655,8.908,0.872
-47.5,152.5,10.942,34.68,26.558000000000003,6.325,-0.258,104.281,1.726,5.0169999999999995,0.648
-47.5,157.5,11.314,34.604,26.445999999999998,6.263,-0.08800000000000001,101.51299999999999,1.6,7.58,0.9
-47.5,162.5,11.754000000000001,34.62,26.487,6.152,-0.036000000000000004,100.594,2.133,6.2,0.633
-47.5,167.5,11.745,34.497,26.395,6.278,-0.14,102.35600000000001,3.472,2.2,0.551
-47.5,172.5,10.752,34.303000000000004,26.415,6.46,-0.168,102.741,2.6039999999999996,6.28,0.846
-47.5,177.5,9.943,34.293,26.443,6.519,0.069,99.009,3.7689999999999997,12.567,1.001
-42.5,-177.5,14.77,34.967,26.031,5.814,-0.048,100.91,1.945,0.83,0.355
-42.5,-172.5,15.152000000000001,35.054,26.055999999999997,5.667999999999999,-0.048,100.917,1.064,1.1320000000000001,0.209
-42.5,-167.5,14.6,34.813,25.93,5.787000000000001,-0.138,102.42399999999999,2.325,0.691,0.247
-42.5,-162.5,13.985,34.575,25.933000000000003,5.917999999999999,-0.127,102.124,2.301,2.8,0.39799999999999996
-42.5,-157.5,13.835,34.485,25.923000000000002,6.017,-0.155,102.64299999999999,2.717,3.6180000000000003,0.425
-42.5,-152.5,13.969000000000001,34.46,25.861,6.0,-0.087,101.46799999999999,2.339,4.2219999999999995,0.488
-42.5,-147.5,13.427,34.41,25.928,6.129,-0.09,101.541,2.1630000000000003,3.717,0.5
-42.5,-142.5,13.327,34.357,26.053,6.212999999999999,-0.132,102.194,2.813,5.254,0.519
-42.5,-137.5,13.412,34.324,25.956,6.093,-0.068,101.16,3.6260000000000003,5.329,0.5479999999999999
-42.5,-132.5,12.675999999999998,34.269,26.06,6.021,-0.021,100.37799999999999,2.937,6.186,0.6409999999999999
-42.5,-127.5,12.955,34.278,25.796999999999997,6.085,-0.009000000000000001,100.18299999999999,3.036,6.441,0.674
-42.5,-122.5,12.341,34.215,25.874000000000002,6.084,-0.008,100.13799999999999,3.08,7.227,0.7340000000000001
-42.5,-117.5,12.512,34.162,25.83,6.112,-0.051,100.853,2.845,7.438,0.7240000000000001
-42.5,-112.5,12.447000000000001,34.116,25.791999999999998,6.112,-0.125,102.115,2.271,9.867,0.795
-42.5,-107.5,12.924000000000001,34.082,25.79,6.0089999999999995,-0.038,100.645,3.1460000000000004,7.48,0.762
-42.5,-102.5,12.482000000000001,34.016999999999996,25.717,6.013999999999999,-0.158,102.734,1.119,11.448,0.856
-42.5,-97.5,11.880999999999998,33.998000000000005,25.840999999999998,6.127000000000001,-0.079,101.272,1.46,10.286,0.836
-42.5,-92.5,12.645,33.986,25.81,6.035,-0.177,102.896,2.68,9.705,0.9079999999999999
-42.5,-87.5,13.02,33.945,25.713,5.979,-0.20199999999999999,103.416,2.738,9.915,0.792
-42.5,-82.5,14.091,33.939,25.551,5.977,-0.22399999999999998,103.95,2.615,7.619,0.71
-42.5,-77.5,13.729000000000001,33.486999999999995,25.308000000000003,5.912000000000001,-0.237,104.147,1.922,4.248,0.52
-42.5,-72.5,12.259,29.381,22.355,6.452000000000001,-0.152,102.475,9.183,6.079,0.785
-42.5,-62.5,12.857000000000001,33.641,25.186,6.019,-0.037000000000000005,100.538,3.76,2.167,0.9079999999999999
-42.5,-57.5,9.956,33.954,26.103,6.747000000000001,-0.373,106.025,3.8689999999999998,8.202,0.887
-42.5,-52.5,14.535,34.628,25.91,6.047999999999999,-0.177,102.986,2.048,4.931,0.462
-42.5,-47.5,13.790999999999999,34.658,26.135,6.011,-0.149,102.37200000000001,1.291,4.172,0.541
-42.5,-42.5,12.477,34.571999999999996,26.171,6.218999999999999,-0.237,103.9,1.432,5.746,0.547
-42.5,-37.5,12.69,34.66,26.213,6.42,-0.278,104.31299999999999,2.188,4.88,0.48200000000000004
-42.5,-32.5,12.557,34.602,26.326,6.221,-0.055999999999999994,100.95299999999999,1.4680000000000002,7.598,0.7509999999999999
-42.5,-27.5,12.484000000000002,34.69,26.35,6.035,-0.14400000000000002,102.508,1.088,1.979,0.419
-42.5,-22.5,12.106,34.745,26.383000000000003,6.294,-0.23,103.89299999999999,1.1,4.618,
-42.5,-17.5,12.032,34.673,26.328000000000003,6.329,-0.36700000000000005,106.18,0.903,3.946,0.9790000000000001
-42.5,-12.5,11.2,34.533,26.381999999999998,6.1610000000000005,-0.355,106.068,0.805,2.938,0.441
-42.5,-7.5,11.515999999999998,34.523,26.32,6.21,-0.004,100.117,0.282,7.129,0.7809999999999999
-42.5,-2.5,11.520999999999999,34.482,26.28,6.197,0.013000000000000001,99.835,6.0,,1.032
-42.5,2.5,10.679,34.445,26.365,6.32,-0.081,101.34,3.535,12.644,1.045
-42.5,7.5,10.957,34.431,26.361,6.577999999999999,-0.16,102.507,3.219,13.075,1.1059999999999999
-42.5,12.5,12.144,34.666,26.323,6.3020000000000005,-0.41200000000000003,106.898,2.815,6.074,0.7909999999999999
-42.5,17.5,13.465,34.92,26.325,5.871,0.003,99.944,4.399,8.0,0.6859999999999999
-42.5,22.5,14.645999999999999,35.023,26.230999999999998,5.909,-0.166,102.65799999999999,4.357,5.138999999999999,0.598
-42.5,27.5,13.22,34.891999999999996,26.283,6.017,-0.163,102.815,3.5260000000000002,7.044,0.667
-42.5,32.5,12.651,34.749,26.243000000000002,6.027,-0.11199999999999999,101.87100000000001,3.332,3.095,0.7020000000000001
-42.5,37.5,11.777000000000001,34.363,26.275,5.904,-0.046,100.838,4.231,,0.825
-42.5,42.5,12.067,34.26,26.212,6.164,-0.053,100.852,3.9760000000000004,9.594,0.7709999999999999
-42.5,47.5,11.58,34.349000000000004,26.241,6.132999999999999,-0.079,101.26799999999999,4.928999999999999,17.0,0.828
-42.5,52.5,12.192,34.272,26.188000000000002,6.001,-0.052000000000000005,100.819,4.296,9.252,0.7809999999999999
-42.5,57.5,14.206,34.853,26.083000000000002,5.7860000000000005,-0.099,101.704,5.895,,0.6629999999999999
-42.5,62.5,14.142999999999999,35.05,26.213,5.829,-0.025,100.512,1.5430000000000001,4.971,0.341
-42.5,67.5,12.765999999999998,34.731,26.233,5.872999999999999,0.099,98.27799999999999,2.75,16.8,0.754
-42.5,72.5,13.174000000000001,34.931999999999995,26.263,6.047000000000001,-0.07,101.19,2.787,6.8260000000000005,0.541
-42.5,77.5,12.58,34.76,26.31,6.059,-0.136,102.4,1.82,5.73,1.053
-42.5,82.5,11.998,34.674,26.311,6.2010000000000005,-0.07400000000000001,101.23899999999999,7.75,,0.855
-42.5,87.5,11.863,34.747,26.373,6.3389999999999995,-0.308,105.175,4.833,,0.7190000000000001
-42.5,92.5,10.845,34.588,26.478,6.281000000000001,-0.047,100.772,4.683,7.489,0.87
-42.5,97.5,11.354000000000001,34.725,26.505,6.232,-0.08900000000000001,101.469,3.5269999999999997,8.052,0.732
-42.5,102.5,11.482000000000001,34.760999999999996,26.487,6.2829999999999995,-0.017,100.279,5.118,,0.725
-42.5,107.5,11.419,34.736999999999995,26.517,6.332999999999999,-0.09,101.48299999999999,4.282,9.4,0.8690000000000001
-42.5,112.5,12.132,34.784,26.391,6.2139999999999995,-0.21,103.46799999999999,3.64,8.38,0.794
-42.5,117.5,11.91,34.702,26.426,6.172999999999999,-0.01,100.23299999999999,3.846,4.887,0.6559999999999999
-42.5,122.5,11.862,34.691,26.425,6.3020000000000005,-0.233,103.809,3.536,8.124,0.718
-42.5,127.5,12.125,34.705,26.364,6.231,-0.096,101.565,5.2860000000000005,,0.682
-42.5,132.5,12.55,34.777,26.348000000000003,6.087000000000001,-0.122,102.07799999999999,2.852,6.106,0.586
-42.5,137.5,13.123,34.928000000000004,26.365,6.099,-0.17300000000000001,102.977,2.0269999999999997,5.686,0.522
-42.5,142.5,13.607999999999999,35.069,26.362,5.797999999999999,-0.02,100.355,0.997,1.681,0.27699999999999997
-42.5,147.5,14.59,35.144,26.236,5.772,0.015,99.76,1.676,1.6280000000000001,0.297
-42.5,152.5,15.089,35.238,26.230999999999998,5.775,-0.017,100.29799999999999,1.6230000000000002,4.688,0.431
-42.5,157.5,14.794,35.091,26.208000000000002,5.78,-0.078,101.419,1.9509999999999998,3.508,0.439
-42.5,162.5,14.671,35.078,26.136,5.789,-0.022000000000000002,100.454,1.8780000000000001,3.779,0.465
-42.5,167.5,15.470999999999998,34.926,25.945999999999998,5.825,-0.136,102.463,1.446,1.3730000000000002,0.285
-42.5,172.5,14.107999999999999,34.716,26.079,6.056,-0.083,101.49700000000001,2.517,3.0,0.44
-42.5,177.5,14.425,34.861999999999995,25.991,6.045,-0.14400000000000002,102.51700000000001,2.271,0.3,0.45399999999999996
-37.5,-177.5,17.573,35.299,25.689,5.612,-0.313,105.915,1.05,0.633,0.21100000000000002
-37.5,-172.5,17.155,35.154,25.706999999999997,5.43,-0.076,101.429,1.02,0.11599999999999999,0.146
-37.5,-167.5,16.866,35.010999999999996,25.63,5.728,-0.094,101.663,2.745,0.267,0.22699999999999998
-37.5,-162.5,16.936,34.898,25.444000000000003,5.792000000000001,-0.081,101.38600000000001,2.714,1.85,0.185
-37.5,-157.5,16.730999999999998,34.723,25.412,5.814,-0.124,102.185,3.44,1.3359999999999999,0.161
-37.5,-152.5,16.153,34.631,25.522,5.766,-0.055999999999999994,101.01,1.6159999999999999,0.40399999999999997,0.222
-37.5,-147.5,16.098,34.62,25.434,5.779,-0.129,102.323,2.45,0.424,0.214
-37.5,-142.5,16.282,34.666,25.41,5.864,-0.196,103.505,2.569,0.6970000000000001,0.228
-37.5,-137.5,16.326,34.71,25.433000000000003,5.83,0.002,99.98,2.94,0.745,0.254
-37.5,-132.5,15.065999999999999,34.516,25.421,5.84,-0.031,100.559,2.96,0.733,0.294
-37.5,-127.5,15.668,34.438,25.258000000000003,5.811,-0.09699999999999999,101.706,2.499,1.9680000000000002,0.38799999999999996
-37.5,-122.5,15.874,34.341,25.186999999999998,5.752999999999999,-0.092,101.65100000000001,3.968,1.379,0.312
-37.5,-117.5,15.640999999999998,34.33,25.329,5.789,-0.042,100.725,3.202,1.696,0.32799999999999996
-37.5,-112.5,16.297,34.204,25.034000000000002,5.495,0.07200000000000001,98.694,3.048,3.411,0.40700000000000003
-37.5,-107.5,15.862,34.150999999999996,25.154,5.662999999999999,-0.038,100.705,3.285,2.813,0.488
-37.5,-102.5,15.838,34.104,25.144000000000002,5.669,-0.158,103.066,0.532,4.913,0.402
-37.5,-97.5,15.165999999999999,34.022,25.235,5.739,-0.209,103.676,0.5,10.1,0.755
-37.5,-92.5,16.471,34.093,25.122,5.412000000000001,0.021,99.62799999999999,0.77,4.28,0.45399999999999996
-37.5,-87.5,16.753,34.148,24.982,5.52,-0.193,103.52799999999999,2.379,4.6419999999999995,0.503
-37.5,-82.5,16.338,34.095,25.232,5.772,-0.32799999999999996,105.993,2.64,4.454,0.51
-37.5,-77.5,15.573,33.91,25.087,5.621,-0.152,102.76899999999999,2.365,2.331,0.42700000000000005
-37.5,-72.5,13.62,33.589,25.267,5.652,0.374,93.98100000000001,6.983,4.129,0.638
-37.5,-57.5,13.753,28.479,20.738000000000003,6.232,-0.226,103.762,6.039,3.075,0.75
-37.5,-52.5,15.292,33.957,24.947,5.888,-0.21899999999999997,103.735,4.15,2.638,0.517
-37.5,-47.5,18.512,35.531,25.766,5.525,-0.14800000000000002,102.779,1.6030000000000002,1.088,0.245
