Age (ka),Eccentricity,Obliquity,Precession
14349,0.0373,0.421294,0.748108
14350,0.037159,0.420376,0.481034
14351,0.037075,0.419047,0.212872
14352,0.037053,0.417345,6.228094
14353,0.036919,0.415309,5.959261
14354,0.036862,0.412983,5.689064
14355,0.036799,0.410429,5.420579
14356,0.036733,0.407712,5.147724
14357,0.036651,0.404896,4.875395
14358,0.036588,0.402059,4.603463
14359,0.036543,0.399277,4.326211
14360,0.036477,0.396622,4.051271
14361,0.036396,0.394172,3.773337
14362,0.036403,0.391995,3.494336
14363,0.036341,0.39015,3.214092
14364,0.03628,0.388697,2.933499
14365,0.036317,0.387672,2.651752
14366,0.036246,0.387104,2.369803
14367,0.03626,0.387013,2.086591
14368,0.036232,0.387395,1.805451
14369,0.036239,0.388236,1.52265
14370,0.036231,0.389513,1.240365
14371,0.03621,0.391184,0.960532
14372,0.036215,0.393197,0.679788
14373,0.036238,0.395497,0.400228
14374,0.036157,0.398015,0.122742
14375,0.036196,0.400684,6.12894
14376,0.036166,0.403435,5.85288
14377,0.036101,0.406193,5.57836
14378,0.036085,0.408896,5.305227
14379,0.036054,0.411484,5.033471
14380,0.035953,0.413893,4.760764
14381,0.035921,0.416081,4.492509
14382,0.035817,0.418003,4.222575
14383,0.035744,0.419622,3.953647
14384,0.035628,0.42091,3.686557
14385,0.03549,0.42185,3.419783
14386,0.035427,0.42242,3.152054
14387,0.035217,0.422621,2.886721
14388,0.035098,0.422451,2.620159
14389,0.034969,0.421914,2.355061
14390,0.034757,0.421027,2.088446
14391,0.034605,0.41981,1.82273
14392,0.034452,0.418285,1.558178
14393,0.034241,0.416487,1.28974
14394,0.034087,0.414453,1.024712
14395,0.033894,0.412222,0.757815
14396,0.033739,0.409844,0.489076
14397,0.033578,0.40737,0.221966
14398,0.033381,0.404849,6.236005
14399,0.033317,0.40234,5.966543
14400,0.033131,0.399898,5.69635
14401,0.033033,0.397572,5.425281
14402,0.032978,0.395419,5.15481
14403,0.032889,0.393485,4.882141
14404,0.032834,0.391811,4.60874
14405,0.032834,0.390435,4.338534
14406,0.032832,0.389393,4.062524
14407,0.032851,0.388701,3.790188
14408,0.032892,0.388382,3.516961
14409,0.032986,0.388443,3.242243
14410,0.03308,0.38888,2.968507
14411,0.033156,0.389688,2.695329
14412,0.033362,0.390847,2.421008
14413,0.033486,0.392326,2.148197
14414,0.033659,0.394098,1.874361
14415,0.033882,0.396117,1.602584
14416,0.034092,0.398333,1.329774
14417,0.034308,0.4007,1.057112
14418,0.034569,0.403161,0.786507
14419,0.034813,0.405656,0.514767
14420,0.035116,0.408133,0.242687
14421,0.035339,0.410536,6.256294
14422,0.035681,0.412806,5.984935
14423,0.035967,0.414896,5.713637
14424,0.036243,0.416759,5.44392
14425,0.036563,0.41835,5.172246
14426,0.03689,0.419638,4.902183
14427,0.03714,0.420592,4.629558
14428,0.037461,0.421188,4.358996
14429,0.037749,0.421418,4.086539
14430,0.037993,0.42127,3.812533
14431,0.038271,0.420747,3.53965
14432,0.038471,0.419863,3.26498
14433,0.038739,0.418632,2.987848
14434,0.038882,0.417079,2.711545
14435,0.039047,0.415244,2.433131
14436,0.03925,0.41316,2.152593
14437,0.039283,0.410882,1.871619
14438,0.039392,0.408463,1.588228
14439,0.039472,0.40596,1.304572
14440,0.039447,0.403436,1.017121
14441,0.039457,0.400962,0.730216
14442,0.039414,0.398596,0.441742
14443,0.039314,0.396406,0.14977
14444,0.039236,0.394455,6.142399
14445,0.03902,0.392795,5.849281
14446,0.038912,0.391476,5.555421
14447,0.038648,0.390539,5.260865
14448,0.038387,0.390007,4.966203
14449,0.038161,0.3899,4.671075
14450,0.037813,0.390219,4.376168
14451,0.037488,0.39095,4.08066
14452,0.037143,0.392071,3.788858
14453,0.036763,0.393547,3.494251
14454,0.036345,0.395329,3.202783
14455,0.035907,0.397363,2.913808
14456,0.035472,0.399591,2.623967
14457,0.034987,0.401942,2.336588
14458,0.03445,0.404356,2.0521
14459,0.033978,0.406761,1.76712
14460,0.033412,0.40909,1.485612
14461,0.03285,0.411284,1.204021
14462,0.032286,0.413284,0.925798
14463,0.031727,0.415036,0.648105
14464,0.031089,0.416502,0.370333
14465,0.030527,0.417642,0.097464
14466,0.029894,0.418431,6.105801
14467,0.029304,0.418853,5.832464
14468,0.028655,0.418901,5.56164
14469,0.028042,0.418574,5.290519
14470,0.027451,0.417888,5.018917
14471,0.026767,0.416857,4.750155
14472,0.026191,0.415511,4.479519
14473,0.025585,0.413888,4.210989
14474,0.024943,0.412027,3.940522
14475,0.024374,0.40998,3.671643
14476,0.023793,0.407803,3.404059
14477,0.02321,0.405552,3.132185
14478,0.022665,0.40329,2.865183
14479,0.0221,0.401084,2.596084
14480,0.021613,0.39899,2.325614
14481,0.021073,0.397071,2.05716
14482,0.020558,0.395383,1.788866
14483,0.020176,0.393971,1.518541
14484,0.019628,0.392879,1.250581
14485,0.019242,0.392138,0.982162
14486,0.018853,0.391767,0.715504
14487,0.018431,0.391778,0.447618
14488,0.018064,0.392168,0.181426
14489,0.017737,0.392922,6.203078
14490,0.017375,0.394019,5.93554
14491,0.017081,0.395424,5.675903
14492,0.016745,0.397094,5.415469
14493,0.016496,0.398983,5.154444
14494,0.016214,0.401037,4.89754
14495,0.015927,0.403199,4.64188
14496,0.015735,0.405415,4.386133
14497,0.015489,0.407625,4.134273
14498,0.015236,0.409771,3.880834
14499,0.015097,0.411803,3.634197
14500,0.014873,0.413667,3.38197
14501,0.01469,0.415317,3.135683
14502,0.014567,0.416715,2.890821
14503,0.014401,0.417826,2.643836
14504,0.014305,0.418623,2.397626
14505,0.01417,0.419091,2.157876
14506,0.014122,0.419219,1.910455
14507,0.01406,0.419003,1.66786
14508,0.013994,0.418453,1.425547
14509,0.013999,0.417579,1.180786
14510,0.014032,0.416402,0.936611
14511,0.013995,0.41495,0.690369
14512,0.014115,0.413254,0.44571
14513,0.014173,0.411351,0.196634
14514,0.014249,0.409288,6.228855
14515,0.014406,0.407106,5.97968
14516,0.01453,0.404859,5.725985
14517,0.014701,0.402598,5.466504
14518,0.014862,0.400374,5.21282
14519,0.015074,0.398243,4.949542
14520,0.015275,0.396259,4.684856
14521,0.015482,0.394467,4.421706
14522,0.015704,0.392917,4.149682
14523,0.015978,0.391649,3.881022
14524,0.016166,0.390695,3.6044
14525,0.016433,0.390081,3.32995
14526,0.01671,0.389828,3.052301
14527,0.016917,0.389938,2.770011
14528,0.017197,0.390412,2.48943
14529,0.017431,0.391238,2.208418
14530,0.017697,0.392391,1.919678
14531,0.017905,0.393849,1.637962
14532,0.018144,0.395572,1.35123
14533,0.018391,0.397518,1.062752
14534,0.018562,0.399644,0.776699
14535,0.01875,0.401902,0.488295
14536,0.019,0.404235,0.200433
14537,0.019093,0.406595,6.194529
14538,0.019288,0.40893,5.905556
14539,0.019411,0.411184,5.618838
14540,0.019522,0.413311,5.327956
14541,0.019599,0.415266,5.038482
14542,0.019641,0.417003,4.751651
14543,0.019694,0.418493,4.457952
14544,0.019682,0.419701,4.168884
14545,0.01961,0.420604,3.876621
14546,0.019621,0.421186,3.583894
14547,0.019492,0.421436,3.289151
14548,0.019362,0.421342,2.994469
14549,0.019276,0.420911,2.698186
14550,0.019064,0.420144,2.400093
14551,0.0189,0.419052,2.099151
14552,0.018656,0.417657,1.800614
14553,0.018434,0.415979,1.496245
14554,0.018161,0.414048,1.190177
14555,0.017832,0.411906,0.885839
14556,0.017536,0.409591,0.574499
14557,0.017196,0.40715,0.26429
14558,0.01678,0.404639,6.231795
14559,0.016398,0.402111,5.916199
14560,0.016011,0.399624,5.597185
14561,0.015517,0.397238,5.270151
14562,0.015095,0.395011,4.948806
14563,0.01462,0.392998,4.617297
14564,0.01415,0.391256,4.282267
14565,0.013643,0.389827,3.948581
14566,0.013153,0.388755,3.607204
14567,0.012707,0.388073,3.261684
14568,0.012151,0.387801,2.915471
14569,0.011717,0.387949,2.5599
14570,0.011242,0.388526,2.20746
14571,0.010798,0.389513,1.841264
14572,0.010372,0.390887,1.476586
14573,0.00998,0.392618,1.110331
14574,0.009653,0.394658,0.729052
14575,0.009331,0.396952,0.354109
14576,0.00904,0.399443,6.251766
14577,0.008902,0.402061,5.868709
14578,0.008721,0.404741,5.476561
14579,0.008643,0.407416,5.086308
14580,0.00866,0.410016,4.700894
14581,0.008721,0.412482,4.309193
14582,0.008872,0.414756,3.923576
14583,0.009032,0.416782,3.54953
14584,0.009353,0.418518,3.171661
14585,0.009641,0.419927,2.806647
14586,0.009986,0.420971,2.443631
14587,0.010386,0.421633,2.090649
14588,0.010834,0.421897,1.744841
14589,0.011256,0.421753,1.39404
14590,0.011722,0.421209,1.063186
14591,0.012211,0.420278,0.726706
14592,0.012713,0.418978,0.395122
14593,0.013178,0.417349,0.070967
14594,0.013671,0.415429,6.029231
14595,0.014205,0.413265,5.708461
14596,0.014619,0.410917,5.387163
14597,0.015131,0.408447,5.069805
14598,0.015598,0.405914,4.753927
14599,0.016027,0.403394,4.434704
14600,0.016502,0.400949,4.120681
14601,0.016896,0.398646,3.807345
14602,0.017363,0.396552,3.490638
14603,0.017738,0.394724,3.179069
14604,0.018117,0.39321,2.865757
14605,0.018537,0.392057,2.55412
14606,0.018877,0.391291,2.243112
14607,0.019193,0.39093,1.930927
14608,0.019581,0.390981,1.626067
14609,0.01986,0.391433,1.313862
14610,0.02016,0.392262,1.009164
14611,0.020458,0.393438,0.705147
14612,0.020717,0.394913,0.400202
14613,0.020996,0.396635,0.098637
14614,0.021178,0.398547,6.082874
14615,0.021467,0.400586,5.783606
14616,0.021653,0.402687,5.487391
14617,0.021823,0.404791,5.191785
14618,0.022045,0.406838,4.899585
14619,0.022198,0.408772,4.607238
14620,0.022324,0.410549,4.315623
14621,0.022489,0.412123,4.027952
14622,0.022577,0.413464,3.739281
14623,0.022719,0.414542,3.450325
14624,0.02274,0.415337,3.165398
14625,0.022859,0.415839,2.879128
14626,0.02291,0.416043,2.591794
14627,0.022908,0.415949,2.308675
14628,0.022959,0.415573,2.021531
14629,0.022966,0.414931,1.738637
14630,0.022922,0.414046,1.45146
14631,0.022897,0.41295,1.167635
14632,0.022847,0.411679,0.88302
14633,0.022752,0.410268,0.594842
14634,0.022653,0.408761,0.310505
14635,0.022509,0.407195,0.024271
14636,0.022416,0.405612,6.018194
14637,0.022195,0.404051,5.731884
14638,0.022013,0.402549,5.443747
14639,0.021868,0.401141,5.155205
14640,0.021579,0.39986,4.866957
14641,0.021352,0.398734,4.577868
14642,0.021106,0.397788,4.292213
14643,0.020788,0.397045,4.001605
14644,0.020466,0.396517,3.715918
14645,0.020139,0.396217,3.431043
14646,0.019747,0.396146,3.14202
14647,0.019383,0.396301,2.860591
14648,0.01891,0.396673,2.575867
14649,0.018526,0.397249,2.295335
14650,0.018046,0.398009,2.014831
14651,0.017516,0.398932,1.738311
14652,0.017086,0.399995,1.464092
14653,0.016515,0.401172,1.192254
14654,0.015985,0.402437,0.92243
14655,0.015454,0.403767,0.661865
14656,0.014893,0.405132,0.398737
14657,0.01434,0.406511,0.143282
14658,0.013782,0.407877,6.179598
14659,0.013259,0.409205,5.933548
14660,0.012761,0.410468,5.695388
14661,0.012228,0.411643,5.469603
14662,0.011847,0.412701,5.24313
14663,0.011449,0.413619,5.030809
14664,0.011129,0.414372,4.822169
14665,0.010928,0.41494,4.622137
14666,0.010845,0.415302,4.427247
14667,0.010777,0.415447,4.231579
14668,0.010965,0.415362,4.044671
14669,0.01118,0.415043,3.849824
14670,0.011531,0.414492,3.650457
14671,0.012027,0.41371,3.452358
14672,0.01261,0.412708,3.240971
14673,0.013269,0.411498,3.021303
14674,0.014042,0.410096,2.800581
14675,0.014859,0.408524,2.564519
14676,0.015782,0.406811,2.324771
14677,0.016691,0.404985,2.077843
14678,0.017687,0.403088,1.824222
14679,0.018755,0.401163,1.564479
14680,0.019737,0.399257,1.29985
14681,0.02086,0.397424,1.030673
14682,0.021944,0.395718,0.757587
14683,0.023021,0.394192,0.478922
14684,0.024131,0.3929,0.198427
14685,0.025242,0.391887,6.199554
14686,0.026353,0.391192,5.909114
14687,0.027424,0.390847,5.623199
14688,0.02854,0.390874,5.332001
14689,0.02965,0.391278,5.038539
14690,0.030704,0.392065,4.74689
14691,0.031762,0.393217,4.452473
14692,0.03288,0.394711,4.158804
14693,0.03384,0.396517,3.864841
14694,0.034897,0.398586,3.570606
14695,0.035875,0.400868,3.278613
14696,0.036839,0.403306,2.984464
14697,0.037771,0.405832,2.692745
14698,0.038664,0.40838,2.402766
14699,0.039567,0.410886,2.110459
14700,0.040405,0.413277,1.822319
14701,0.041172,0.41549,1.533199
14702,0.042018,0.417472,1.245649
14703,0.042704,0.419164,0.958181
14704,0.04339,0.420523,0.671675
14705,0.044089,0.421518,0.385926
14706,0.044669,0.422115,0.099568
14707,0.045261,0.422302,6.09661
14708,0.045793,0.422076,5.812156
14709,0.046299,0.421434,5.525046
14710,0.046757,0.420391,5.239447
14711,0.047158,0.418976,4.952939
14712,0.04754,0.417211,4.665904
14713,0.047918,0.415144,4.377908
14714,0.048132,0.412826,4.089202
14715,0.048453,0.410311,3.800424
14716,0.048661,0.407668,3.50907
14717,0.048798,0.40497,3.21764
14718,0.048981,0.402284,2.925239
14719,0.049064,0.399692,2.63167
14720,0.04914,0.397265,2.336027
14721,0.049157,0.395066,2.041497
14722,0.049164,0.39316,1.745098
14723,0.049143,0.391597,1.447263
14724,0.049048,0.390408,1.15124
14725,0.048957,0.389626,0.852969
14726,0.048864,0.389261,0.556161
14727,0.048667,0.38931,0.258708
14728,0.048507,0.389766,6.245455
14729,0.048322,0.390603,5.950604
14730,0.048061,0.391782,5.654965
14731,0.047831,0.393266,5.361865
14732,0.047508,0.395002,5.070803
14733,0.047253,0.396929,4.778235
14734,0.046852,0.398997,4.490144
14735,0.046507,0.40114,4.202118
14736,0.046152,0.403299,3.914724
14737,0.04571,0.405424,3.630263
14738,0.045283,0.407462,3.34533
14739,0.044898,0.409369,3.064056
14740,0.044399,0.411111,2.78142
14741,0.043953,0.412654,2.501386
14742,0.043467,0.413978,2.223358
14743,0.042974,0.415066,1.943928
14744,0.042458,0.415907,1.666825
14745,0.041912,0.416495,1.391126
14746,0.04141,0.416836,1.113996
14747,0.040851,0.416931,0.83952
14748,0.040254,0.416789,0.56404
14749,0.039747,0.416427,0.290822
14750,0.039144,0.415862,0.01593
14751,0.038519,0.415112,6.026265
14752,0.037985,0.414204,5.753619
14753,0.037313,0.413161,5.480588
14754,0.036732,0.412009,5.207986
14755,0.036072,0.410776,4.936692
14756,0.035454,0.409486,4.665054
14757,0.034823,0.408164,4.392984
14758,0.034137,0.406833,4.123671
14759,0.033517,0.405512,3.853012
14760,0.03288,0.404217,3.583773
14761,0.032182,0.402967,3.315103
14762,0.031571,0.401774,3.047828
14763,0.030954,0.400654,2.781421
14764,0.030271,0.39962,2.51481
14765,0.029704,0.398691,2.251813
14766,0.029103,0.397879,1.989089
14767,0.028532,0.397205,1.726324
14768,0.027987,0.396683,1.468405
14769,0.027491,0.396329,1.21104
14770,0.027039,0.396154,0.953126
14771,0.026598,0.396166,0.70263
14772,0.026233,0.396366,0.448989
14773,0.025955,0.396756,0.200926
14774,0.02568,0.397328,6.236022
14775,0.025484,0.398073,5.990847
14776,0.025454,0.398978,5.747636
14777,0.025346,0.400028,5.503545
14778,0.025452,0.401202,5.262713
14779,0.025586,0.402482,5.022689
14780,0.025795,0.403842,4.779622
14781,0.026117,0.405253,4.539923
14782,0.026491,0.406689,4.298669
14783,0.026976,0.408112,4.054265
14784,0.027518,0.409489,3.81133
14785,0.028095,0.410783,3.566125
14786,0.028862,0.411955,3.317491
14787,0.029532,0.412969,3.069123
14788,0.030361,0.413794,2.817343
14789,0.031233,0.414398,2.564396
14790,0.032115,0.414758,2.308646
14791,0.033033,0.414859,2.049453
14792,0.034028,0.41469,1.791987
14793,0.035004,0.414254,1.526632
14794,0.036014,0.413558,1.26261
14795,0.037038,0.412615,0.996129
14796,0.038097,0.411454,0.724748
14797,0.039128,0.410102,0.453114
14798,0.040155,0.408596,0.178842
14799,0.041255,0.406976,6.184315
14800,0.042256,0.405292,5.905745
14801,0.043286,0.403586,5.623586
14802,0.044323,0.401916,5.340643
14803,0.045318,0.400333,5.054898
14804,0.04628,0.398889,4.766559
14805,0.047242,0.397636,4.478655
14806,0.048176,0.396618,4.18673
14807,0.04907,0.395874,3.894566
14808,0.049935,0.395436,3.601483
14809,0.050765,0.395321,3.307194
14810,0.051619,0.395537,3.011972
14811,0.052297,0.39608,2.716804
14812,0.053084,0.39693,2.421984
14813,0.053757,0.39806,2.125976
14814,0.054337,0.399432,1.831254
14815,0.054969,0.401001,1.536407
14816,0.055485,0.402715,1.242877
14817,0.055956,0.404522,0.948336
14818,0.056395,0.406359,0.656353
14819,0.056749,0.408171,0.36423
14820,0.05711,0.4099,0.072306
14821,0.057333,0.41149,6.065277
14822,0.057525,0.412892,5.775189
14823,0.057752,0.414063,5.485247
14824,0.057764,0.414963,5.196273
14825,0.057855,0.415569,4.906778
14826,0.057864,0.415861,4.61899
14827,0.057799,0.41583,4.329031
14828,0.057704,0.415484,4.040849
14829,0.057567,0.414833,3.752721
14830,0.057365,0.413898,3.462127
14831,0.057128,0.412713,3.173791
14832,0.056797,0.411312,2.883251
14833,0.05652,0.40974,2.59255
14834,0.056085,0.408047,2.301534
14835,0.055667,0.40628,2.009079
14836,0.055228,0.404493,1.717121
14837,0.054705,0.40274,1.423652
14838,0.054152,0.401066,1.129178
14839,0.053559,0.399523,0.83658
14840,0.052965,0.398157,0.540427
14841,0.052264,0.396998,0.245802
14842,0.05156,0.396081,6.23456
14843,0.050843,0.39543,5.938394
14844,0.05008,0.395054,5.643673
14845,0.049247,0.394961,5.348546
14846,0.048473,0.395143,5.054559
14847,0.047634,0.395582,4.760157
14848,0.046732,0.39626,4.467298
14849,0.045913,0.397147,4.175644
14850,0.044983,0.398206,3.884491
14851,0.044099,0.399406,3.594358
14852,0.043163,0.400709,3.306484
14853,0.042236,0.402075,3.019677
14854,0.041318,0.403474,2.73313
14855,0.040324,0.40487,2.450115
14856,0.039367,0.406232,2.166907
14857,0.038446,0.407535,1.88607
14858,0.037391,0.408753,1.605935
14859,0.03645,0.409864,1.328567
14860,0.035477,0.410854,1.051688
14861,0.034434,0.411708,0.77611
14862,0.033484,0.412419,0.502595
14863,0.032449,0.412987,0.231252
14864,0.031487,0.41341,6.241187
14865,0.030474,0.413693,5.97318
14866,0.029484,0.413844,5.704586
14867,0.028556,0.413867,5.436713
14868,0.027567,0.413771,5.17209
14869,0.026616,0.41356,4.908134
14870,0.025769,0.413237,4.646758
14871,0.024798,0.412806,4.386227
14872,0.023963,0.412267,4.128074
14873,0.02313,0.411622,3.874919
14874,0.02231,0.410873,3.619111
14875,0.021519,0.410025,3.36975
14876,0.020811,0.409081,3.124798
14877,0.020093,0.408051,2.876377
14878,0.019468,0.406944,2.638718
14879,0.018839,0.405775,2.399708
14880,0.018337,0.404556,2.165322
14881,0.017861,0.403306,1.933806
14882,0.017412,0.402042,1.705486
14883,0.017166,0.400785,1.479364
14884,0.016876,0.399556,1.254631
14885,0.016727,0.398379,1.030807
14886,0.01671,0.397278,0.809525
14887,0.016724,0.396283,0.584765
14888,0.016854,0.395423,0.358313
14889,0.0171,0.394727,0.134715
14890,0.017412,0.394227,6.184417
14891,0.017813,0.393953,5.950773
14892,0.01827,0.393927,5.715217
14893,0.018841,0.394171,5.471288
14894,0.019451,0.394693,5.224705
14895,0.020073,0.395493,4.977041
14896,0.020841,0.396565,4.720356
14897,0.02157,0.397886,4.464687
14898,0.02236,0.399428,4.202718
14899,0.023194,0.401157,3.940716
14900,0.024076,0.403027,3.675034
14901,0.024888,0.404991,3.405609
14902,0.025826,0.407005,3.139179
14903,0.02669,0.409015,2.866515
14904,0.027584,0.410969,2.594019
14905,0.028467,0.412823,2.321593
14906,0.029347,0.414523,2.046003
14907,0.030242,0.416021,1.769621
14908,0.031062,0.417284,1.493245
14909,0.031908,0.418264,1.214408
14910,0.032781,0.418935,0.935355
14911,0.03351,0.419276,0.65381
14912,0.034344,0.419269,0.372788
14913,0.035092,0.41891,0.089262
14914,0.035815,0.418213,6.08716
14915,0.036549,0.417187,5.8009
14916,0.037196,0.415863,5.514696
14917,0.037916,0.414279,5.222889
14918,0.038474,0.412471,4.933549
14919,0.039094,0.410493,4.640894
14920,0.039685,0.408402,4.345667
14921,0.040143,0.406248,4.050445
14922,0.04064,0.404098,3.75185
14923,0.041116,0.402012,3.45343
14924,0.041459,0.400045,3.151537
14925,0.041836,0.398259,2.849229
14926,0.042117,0.396704,2.546518
14927,0.042381,0.395421,2.240129
14928,0.042577,0.39445,1.934723
14929,0.042677,0.393813,1.628312
14930,0.042834,0.393519,1.319763
14931,0.042825,0.393572,1.012042
14932,0.042814,0.393955,0.703316
14933,0.042782,0.394641,0.394767
14934,0.042657,0.3956,0.086095
14935,0.042504,0.396785,6.059516
14936,0.042323,0.398145,5.753307
14937,0.04211,0.399632,5.443645
14938,0.041803,0.401192,5.13669
14939,0.041523,0.402774,4.830636
14940,0.041152,0.404334,4.523652
14941,0.040794,0.405825,4.218316
14942,0.040302,0.407209,3.912692
14943,0.039862,0.408455,3.60824
14944,0.039358,0.409534,3.303384
14945,0.038753,0.410429,2.998161
14946,0.03818,0.411126,2.694189
14947,0.03756,0.411617,2.389508
14948,0.036857,0.411907,2.082739
14949,0.036172,0.412004,1.778823
14950,0.035411,0.411922,1.471664
14951,0.03469,0.411683,1.16401
14952,0.033847,0.411312,0.856366
14953,0.033045,0.410834,0.547557
14954,0.032268,0.410278,0.236753
14955,0.031336,0.409669,6.209325
14956,0.03055,0.409031,5.896497
14957,0.029648,0.408388,5.584737
14958,0.028771,0.407755,5.268731
14959,0.027895,0.40715,4.954232
14960,0.026968,0.406583,4.63901
14961,0.026101,0.406062,4.320252
14962,0.025172,0.405592,4.002567
14963,0.024209,0.405177,3.682425
14964,0.02337,0.404814,3.362517
14965,0.022381,0.404499,3.038147
14966,0.021463,0.404225,2.714504
14967,0.020591,0.403983,2.389641
14968,0.019637,0.403768,2.05921
14969,0.01877,0.403567,1.728675
14970,0.017854,0.403375,1.396692
14971,0.017041,0.403187,1.05845
14972,0.016199,0.403001,0.717142
14973,0.015357,0.402819,0.375214
14974,0.014668,0.402647,0.025108
14975,0.013915,0.402491,5.957206
14976,0.013255,0.402365,5.597776
14977,0.01264,0.40228,5.238151
14978,0.012095,0.402249,4.87284
14979,0.011605,0.402286,4.496688
14980,0.011151,0.402403,4.127708
14981,0.010801,0.402606,3.746159
14982,0.010544,0.402905,3.364033
14983,0.010258,0.403298,2.980013
14984,0.010145,0.403783,2.59663
14985,0.010076,0.404355,2.210421
14986,0.010018,0.405002,1.823571
14987,0.010119,0.405708,1.442565
14988,0.010186,0.406458,1.064584
14989,0.010427,0.407227,0.684021
14990,0.010626,0.40799,0.3149
14991,0.010916,0.408723,6.232358
14992,0.01129,0.409394,5.872367
14993,0.011625,0.409972,5.518183
14994,0.012015,0.41043,5.166561
14995,0.012437,0.41074,4.8292
14996,0.012841,0.410878,4.484485
14997,0.013264,0.410829,4.149816
14998,0.013647,0.41058,3.820192
14999,0.014107,0.410131,3.488629
15000,0.01449,0.409487,3.160315
15001,0.014837,0.40866,2.836693
15002,0.015301,0.407673,2.510582
15003,0.015604,0.406556,2.188289
15004,0.015986,0.405338,1.863888
15005,0.016315,0.404062,1.542623
15006,0.016648,0.402769,1.220913
15007,0.01698,0.401503,0.895155
15008,0.017243,0.400312,0.577193
15009,0.017561,0.399242,0.252524
15010,0.017847,0.398336,6.213754
15011,0.018072,0.397637,5.892611
15012,0.018317,0.397177,5.570195
15013,0.018561,0.396984,5.250785
15014,0.018713,0.397078,4.926144
15015,0.018896,0.397463,4.60833
15016,0.019038,0.398136,4.288352
15017,0.019133,0.399081,3.965364
15018,0.019209,0.400269,3.648362
15019,0.019242,0.401664,3.328921
15020,0.019307,0.403222,3.008127
15021,0.019236,0.404889,2.691026
15022,0.01922,0.406612,2.370444
15023,0.019176,0.408336,2.05407
15024,0.01908,0.410001,1.733655
15025,0.018941,0.41156,1.413838
15026,0.018843,0.41296,1.098772
15027,0.018681,0.414158,0.773669
15028,0.018509,0.415122,0.456631
15029,0.018301,0.415819,0.135318
15030,0.018125,0.416226,6.095197
15031,0.01789,0.416334,5.772582
15032,0.017604,0.416135,5.447765
15033,0.017391,0.415635,5.121856
15034,0.017073,0.414851,4.792584
15035,0.016769,0.4138,4.459557
15036,0.016463,0.412519,4.129072
15037,0.016128,0.411049,3.788255
15038,0.015796,0.409432,3.447227
15039,0.015451,0.40772,3.102807
15040,0.015096,0.405969,2.752329
15041,0.014834,0.404225,2.398094
15042,0.014431,0.402542,2.035852
15043,0.014212,0.400967,1.675087
15044,0.013974,0.399536,1.303999
15045,0.013725,0.398288,0.929066
15046,0.01362,0.397251,0.554371
15047,0.013486,0.396442,0.174586
15048,0.013495,0.395881,6.073169
15049,0.013469,0.39557,5.691632
15050,0.013558,0.395508,5.306377
15051,0.01376,0.395688,4.923328
15052,0.013915,0.396093,4.538461
15053,0.014227,0.396696,4.156812
15054,0.014578,0.397473,3.780831
15055,0.014998,0.39839,3.400494
15056,0.015474,0.399411,3.030427
15057,0.015992,0.400507,2.662281
15058,0.016628,0.401644,2.296236
15059,0.017256,0.402791,1.937681
15060,0.017908,0.403926,1.579049
15061,0.018688,0.40503,1.230577
15062,0.019445,0.406086,0.878989
15063,0.020222,0.407085,0.535621
15064,0.021082,0.408017,0.195911
15065,0.021894,0.408877,6.140161
15066,0.022808,0.409665,5.806692
15067,0.023605,0.410378,5.47488
15068,0.024515,0.411013,5.14679
15069,0.025397,0.411574,4.819192
15070,0.026196,0.412059,4.494206
15071,0.02708,0.412469,4.17228
15072,0.027931,0.412804,3.85077
15073,0.028721,0.413064,3.528743
15074,0.02956,0.413247,3.212037
15075,0.030336,0.413351,2.893777
15076,0.031162,0.413371,2.576349
15077,0.031896,0.413298,2.26133
15078,0.032659,0.413125,1.94741
15079,0.033459,0.412842,1.633068
15080,0.034085,0.412439,1.321556
15081,0.034855,0.411906,1.009266
15082,0.035492,0.411236,0.699847
15083,0.036128,0.410425,0.388821
15084,0.036738,0.409473,0.079368
15085,0.037278,0.408391,6.054751
15086,0.037854,0.407186,5.744345
15087,0.038323,0.405878,5.43663
15088,0.038739,0.404493,5.127861
15089,0.039251,0.403052,4.819008
15090,0.039568,0.401592,4.510154
15091,0.03992,0.400147,4.201298
15092,0.040275,0.398752,3.892495
15093,0.040509,0.397449,3.582594
15094,0.040791,0.39628,3.272921
15095,0.04096,0.395279,2.96429
15096,0.041168,0.394491,2.653733
15097,0.041301,0.393951,2.343457
15098,0.041382,0.393684,2.03511
15099,0.041512,0.393718,1.724681
15100,0.041531,0.394062,1.416656
15101,0.041547,0.394713,1.107794
15102,0.041531,0.395668,0.801313
15103,0.041514,0.396902,0.495323
15104,0.041363,0.398383,0.188813
15105,0.041276,0.400075,6.169969
15106,0.04112,0.40193,5.866238
15107,0.040914,0.403893,5.564615
15108,0.040672,0.405916,5.265738
15109,0.040413,0.407941,4.966267
15110,0.040136,0.409908,4.668528
15111,0.039774,0.411772,4.373198
15112,0.039412,0.413477,4.07716
15113,0.039051,0.414975,3.784365
15114,0.03859,0.416231,3.489772
15115,0.038159,0.417206,3.198553
15116,0.037679,0.417874,2.907341
15117,0.03716,0.418222,2.61519
15118,0.03665,0.418238,2.325228
15119,0.036038,0.417923,2.035808
15120,0.035535,0.417294,1.74446
15121,0.034835,0.416365,1.454972
15122,0.034207,0.41517,1.16498
15123,0.0336,0.413748,0.874596
15124,0.032837,0.412138,0.583747
